number,value,datetime_start,datetime_complete,duration,params_clip_layer,params_gru_dropout,params_gru_num_layers,params_hidden_dim,params_lr,params_lr_scheduler,params_mlp_dropout,params_mlp_hidden_dim,params_optimizer_type,params_weight_decay,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,state
401,0.9433163265306123,2026-04-22 18:05:37.172413,2026-04-22 18:06:57.179168,0 days 00:01:20.006755,block_16,0.20871670338847587,3,256,0.0003909742394923201,constant,0.18634135165897292,1024,adamw,0.0009310959777116956,0.9433163265306123,,,,PRUNED
402,0.9290433673469387,2026-04-22 18:06:57.313644,2026-04-22 18:08:17.228100,0 days 00:01:19.914456,block_20,0.0807772082197118,2,512,0.00020856967145225158,cosine,0.03314684873118426,512,adam,0.0006676620691737351,0.9290433673469387,,,,PRUNED
403,0.9135204081632653,2026-04-22 18:08:17.362031,2026-04-22 18:08:29.707087,0 days 00:00:12.345056,block_16,0.1902200412304859,2,1024,0.0009597428397040321,constant,0.2044567564345689,1024,adamw,0.001680354082278482,0.904859693877551,0.9135204081632653,,,PRUNED
404,0.5094068877551021,2026-04-22 18:08:29.854147,2026-04-22 18:08:36.045367,0 days 00:00:06.191220,block_20,0.09688309781716119,4,512,0.003294549216682716,constant,0.17856463307843107,256,adamw,0.000851803518603968,0.5094068877551021,,,,PRUNED
405,0.9467474489795917,2026-04-22 18:08:36.173747,2026-04-22 18:09:56.319395,0 days 00:01:20.145648,block_16,0.26599114763366516,2,512,0.00014797389112174917,constant,0.2443365668027132,512,adamw,0.0006849773945312395,0.9351275510204081,0.9467474489795917,,,PRUNED
406,0.9361862244897959,2026-04-22 18:09:56.445975,2026-04-22 18:10:25.403273,0 days 00:00:28.957298,block_16,0.17192532239458835,2,512,0.0005552047186092567,cosine,0.10932407074653885,512,adam,0.0011955778960875195,0.9218494897959184,0.9361862244897959,,,PRUNED
407,0.9189285714285714,2026-04-22 18:10:25.530088,2026-04-22 18:10:54.917667,0 days 00:00:29.387579,block_12,0.2952000135048669,2,1024,0.0007012494224978456,cosine,0.12785407117496705,512,adam,0.0022377952356441738,0.9189285714285714,,,,PRUNED
408,0.8851913265306124,2026-04-22 18:10:55.072425,2026-04-22 18:11:06.911352,0 days 00:00:11.838927,block_16,0.2666806306996933,4,512,0.00012403129863638242,constant,0.3828096109615015,512,adam,0.001203034829226882,0.8851913265306124,,,,PRUNED
409,0.9228316326530612,2026-04-22 18:11:07.048615,2026-04-22 18:11:37.996377,0 days 00:00:30.947762,block_16,0.30923776110164586,3,1024,3.417585742224612e-05,constant,0.27705909302043363,256,adamw,0.000648900311754466,0.9228316326530612,,,,PRUNED
410,0.9288010204081633,2026-04-22 18:11:38.161059,2026-04-22 18:12:57.996442,0 days 00:01:19.835383,block_20,0.146542291622467,3,512,0.000196767704138656,constant,0.2957031754668447,512,adamw,0.0013150284858978224,0.9392602040816327,0.9288010204081633,,,PRUNED
411,0.8627295918367347,2026-04-22 18:12:58.128717,2026-04-22 18:13:04.172748,0 days 00:00:06.044031,block_16,0.15658101170207459,3,256,0.0003679867597645506,constant,0.2258822619737907,512,adamw,0.0026741009448362054,0.8627295918367347,,,,PRUNED
412,0.9347831632653062,2026-04-22 18:13:04.297862,2026-04-22 18:13:33.352736,0 days 00:00:29.054874,block_20,0.39945010964212735,2,512,0.0004104057915957642,constant,0.26641514809193956,1024,adamw,0.0007204671536227732,0.9137627551020409,0.9250510204081632,0.9347831632653062,,PRUNED
413,0.5600127551020408,2026-04-22 18:13:33.492699,2026-04-22 18:13:45.262104,0 days 00:00:11.769405,block_12,0.1150132897990111,3,256,0.0020063165038524994,constant,0.11012111419852506,1024,adam,0.002256443201358023,0.5600127551020408,,,,PRUNED
414,0.9062372448979592,2026-04-22 18:13:45.393354,2026-04-22 18:13:57.194184,0 days 00:00:11.800830,block_16,0.23247595857647885,2,512,0.0001345384520439674,constant,0.16379151789746443,1024,adamw,0.0033519918434453625,0.9062372448979592,,,,PRUNED
415,0.9502678571428572,2026-04-22 18:13:57.328313,2026-04-22 18:15:54.781868,0 days 00:01:57.453555,block_16,0.11487831233942547,3,512,0.0003708349585138973,constant,0.22923323663051498,512,adamw,0.0013187873536232354,0.9519132653061224,,,,COMPLETE
416,0.8023724489795918,2026-04-22 18:15:54.908771,2026-04-22 18:16:01.010784,0 days 00:00:06.102013,block_12,0.005674059842946984,3,256,0.00022406142493708485,constant,0.22022757596622,1024,adamw,0.0010126868282278765,0.8023724489795918,,,,PRUNED
417,0.9283801020408164,2026-04-22 18:16:01.131532,2026-04-22 18:17:27.179368,0 days 00:01:26.047836,block_20,0.0984466839179256,3,1024,0.0004587180436583067,constant,0.3254674514485654,512,adamw,0.0005136924074532226,0.9283801020408164,,,,PRUNED
418,0.9511734693877552,2026-04-22 18:17:27.355779,2026-04-22 18:18:48.272936,0 days 00:01:20.917157,block_16,0.05533682246659885,3,512,0.0006023247644771158,constant,0.2461463005976366,512,adamw,0.002054024666123315,0.8970153061224491,0.928890306122449,0.9418622448979592,0.9511734693877552,PRUNED
419,0.8681887755102041,2026-04-22 18:18:48.408465,2026-04-22 18:18:54.552322,0 days 00:00:06.143857,block_16,0.16803749779606636,3,512,0.00019636808403716635,constant,0.21382337816911565,512,adamw,0.0010006526310383608,0.8681887755102041,,,,PRUNED
420,0.9230102040816326,2026-04-22 18:18:54.680549,2026-04-22 18:19:06.372191,0 days 00:00:11.691642,block_20,0.23992947052446356,5,256,0.001322567179389411,cosine,0.2872192363399333,1024,adamw,0.006517047986789606,0.898201530612245,0.9230102040816326,,,PRUNED
421,0.932844387755102,2026-04-22 18:19:06.506791,2026-04-22 18:19:36.237019,0 days 00:00:29.730228,block_16,0.34878614456443974,2,1024,0.0011281184543107717,constant,0.24722238640117242,512,adamw,0.0014479365434844579,0.932844387755102,,,,PRUNED
422,0.9148724489795919,2026-04-22 18:19:36.385293,2026-04-22 18:19:48.347034,0 days 00:00:11.961741,block_20,0.01920789060318026,5,256,0.003166817615296923,constant,0.1328663260018415,1024,adamw,0.0024084340729082733,0.8879719387755102,0.9148724489795919,,,PRUNED
423,0.9080357142857143,2026-04-22 18:19:48.481793,2026-04-22 18:20:00.290386,0 days 00:00:11.808593,block_16,0.1799915351523683,2,256,0.00023411091918186628,constant,0.1370292420394549,512,adamw,0.0005390309123620101,0.9080357142857143,,,,PRUNED
424,0.8357015306122448,2026-04-22 18:20:00.420507,2026-04-22 18:20:06.582356,0 days 00:00:06.161849,block_16,0.008505383250875463,2,512,0.001705872223153204,constant,0.20588520630386153,512,adam,0.0005429090406675352,0.8357015306122448,,,,PRUNED
425,0.7493750000000001,2026-04-22 18:20:06.714935,2026-04-22 18:22:03.252319,0 days 00:01:56.537384,block_12,0.19444525611517555,2,512,0.001004502865556262,constant,0.217041485355033,512,adamw,0.0005349105069114683,0.9451275510204081,,,,COMPLETE
426,0.8316326530612246,2026-04-22 18:22:03.395519,2026-04-22 18:22:15.203286,0 days 00:00:11.807767,block_16,0.07418817212719947,2,512,0.00022644785490983908,cosine,0.040397419839689086,1024,adam,0.0032068074018121425,0.8316326530612246,,,,PRUNED
427,0.9466071428571429,2026-04-22 18:22:15.333090,2026-04-22 18:24:12.057186,0 days 00:01:56.724096,block_16,0.13191019063308365,3,512,0.0006369983679714853,constant,0.22743725250187485,512,adamw,0.0005796100471216525,0.8988775510204081,0.9262117346938775,0.9403826530612245,0.9545408163265305,COMPLETE
428,0.9323341836734694,2026-04-22 18:24:12.181629,2026-04-22 18:25:37.902631,0 days 00:01:25.721002,block_20,0.39322862175211987,3,1024,8.398956079075565e-05,constant,0.13380286887507664,1024,adamw,0.009003827159277422,0.9323341836734694,,,,PRUNED
429,0.8951913265306123,2026-04-22 18:25:38.065823,2026-04-22 18:25:49.774238,0 days 00:00:11.708415,block_12,0.1297030185852413,3,256,0.0028898551490925514,constant,0.2285692648523016,256,adamw,0.0005914343416649301,0.8951913265306123,,,,PRUNED
430,0.8057780612244898,2026-04-22 18:25:49.914574,2026-04-22 18:26:01.636045,0 days 00:00:11.721471,pre_proj,0.13409101895326023,2,256,0.00016175505311818238,constant,0.16377464407104478,256,adam,0.005242436481176016,0.8057780612244898,,,,PRUNED
431,0.8033673469387754,2026-04-22 18:26:01.755238,2026-04-22 18:26:13.692283,0 days 00:00:11.937045,block_20,0.2230397107514912,4,512,0.0001695146549431275,constant,0.24654269929003306,512,adam,0.004482044327857159,0.8033673469387754,,,,PRUNED
432,0.5,2026-04-22 18:26:13.842808,2026-04-22 18:26:25.913073,0 days 00:00:12.070265,block_16,0.10370354984356611,5,512,0.0033474120530634544,cosine,0.3301418879511289,1024,adam,0.009628930296912473,0.5,,,,PRUNED
433,0.8695408163265307,2026-04-22 18:26:26.067444,2026-04-22 18:26:32.090066,0 days 00:00:06.022622,block_12,0.32143857842825874,2,512,0.0002952352301546066,constant,0.3540422293045095,1024,adamw,0.0008936676577185391,0.8695408163265307,,,,PRUNED
434,0.8796683673469388,2026-04-22 18:26:32.224600,2026-04-22 18:26:44.215829,0 days 00:00:11.991229,pre_proj,0.3963838625332792,3,512,0.00032644373147938324,constant,0.27820881171143647,512,adamw,0.0013031385382662648,0.8796683673469388,,,,PRUNED
435,0.8992602040816328,2026-04-22 18:26:44.351322,2026-04-22 18:26:56.428195,0 days 00:00:12.076873,block_16,0.33028955854364583,2,1024,0.00030039638915398137,constant,0.394477852046932,256,adam,0.002629977969605295,0.8992602040816328,,,,PRUNED
436,0.7345663265306123,2026-04-22 18:26:56.579057,2026-04-22 18:27:02.624222,0 days 00:00:06.045165,pre_proj,0.32169460412799133,5,256,2.8993180441679842e-05,constant,0.2540530093823405,1024,adam,0.0014101968012965923,0.7345663265306123,,,,PRUNED
437,0.7870408163265306,2026-04-22 18:27:02.758040,2026-04-22 18:27:08.880034,0 days 00:00:06.121994,block_16,0.08063041917539134,3,512,7.174053318787626e-05,constant,0.32315331770968037,512,adam,0.0006832798361557974,0.7870408163265306,,,,PRUNED
438,0.9451147959183674,2026-04-22 18:27:09.017949,2026-04-22 18:29:07.151336,0 days 00:01:58.133387,block_16,0.059564588258830424,3,512,0.0002697051865359664,constant,0.23014942373079503,512,adamw,0.0011381024502035305,0.879451530612245,0.926734693877551,0.9405994897959183,0.9521683673469387,COMPLETE
439,0.9380739795918368,2026-04-22 18:29:07.280274,2026-04-22 18:29:36.188829,0 days 00:00:28.908555,block_20,0.04819498438914435,3,512,0.0005712437526743856,constant,0.12385317345536483,512,adamw,0.0015672249008906753,0.9061479591836734,0.9281760204081633,0.9380739795918368,,PRUNED
440,0.9478443877551022,2026-04-22 18:29:36.346474,2026-04-22 18:31:33.311319,0 days 00:01:56.964845,block_16,0.08413324040309875,2,512,0.0005045332351867034,cosine,0.024514444428915153,512,adam,0.0015885284111567793,0.9484438775510204,,,,COMPLETE
441,0.8193622448979592,2026-04-22 18:31:33.432121,2026-04-22 18:31:45.443341,0 days 00:00:12.011220,pre_proj,0.1041345320800671,5,512,3.3571180248862176e-05,constant,0.036227451465856764,1024,adamw,0.0005554124229186999,0.8193622448979592,,,,PRUNED
442,0.9349362244897959,2026-04-22 18:31:45.582533,2026-04-22 18:32:14.847871,0 days 00:00:29.265338,block_16,0.10812654682961396,2,512,0.0011543460705594683,cosine,0.004963341107604567,512,adam,0.000946356572224896,0.8994132653061225,0.9243622448979593,0.9349362244897959,,PRUNED
443,0.5,2026-04-22 18:32:14.977602,2026-04-22 18:33:35.664670,0 days 00:01:20.687068,block_16,0.3890914258801308,3,256,0.004192053329628716,cosine,0.10591370421245522,512,adam,0.00881288597248173,0.5,,,,PRUNED
444,0.8026275510204082,2026-04-22 18:33:35.795651,2026-04-22 18:33:41.788110,0 days 00:00:05.992459,pre_proj,0.34221186078244153,2,512,0.00013769367402032147,constant,0.3432473380632453,256,adamw,0.0007849449517770225,0.8026275510204082,,,,PRUNED
445,0.9215433673469388,2026-04-22 18:33:41.923160,2026-04-22 18:33:53.715917,0 days 00:00:11.792757,block_20,0.27055703540366227,3,256,0.0004899146949246871,cosine,0.16158131143392382,512,adamw,0.009112517943919683,0.8869387755102041,0.9215433673469388,,,PRUNED
446,0.8372448979591837,2026-04-22 18:33:53.853099,2026-04-22 18:34:00.008713,0 days 00:00:06.155614,block_16,0.3852003751179233,2,512,0.00016138106761103932,cosine,0.31474807879291705,1024,adamw,0.003493854037639645,0.8372448979591837,,,,PRUNED
447,0.6772448979591836,2026-04-22 18:34:00.136024,2026-04-22 18:34:39.360223,0 days 00:00:39.224199,block_16,0.08610959965041268,4,1024,8.52190739684012e-05,constant,0.2310753228166132,256,adam,0.007122762935561481,0.6772448979591836,,,,PRUNED
448,0.779375,2026-04-22 18:34:39.530769,2026-04-22 18:34:45.798942,0 days 00:00:06.268173,block_16,0.22446744516143838,4,512,0.0008716494891516527,constant,0.24429570390607358,256,adam,0.002060668561351642,0.779375,,,,PRUNED
449,0.5806505102040816,2026-04-22 18:34:45.937465,2026-04-22 18:34:58.141098,0 days 00:00:12.203633,pre_proj,0.1566650116499805,2,1024,0.004084445012956594,constant,0.17054013921986202,1024,adam,0.0008510492154680138,0.5806505102040816,,,,PRUNED
450,0.8902806122448979,2026-04-22 18:34:58.287608,2026-04-22 18:35:27.595663,0 days 00:00:29.308055,pre_proj,0.2210971065044334,2,512,0.0002910146331200571,constant,0.34041418225448555,1024,adam,0.0011199241908654534,0.8902806122448979,,,,PRUNED
451,0.9405357142857143,2026-04-22 18:35:27.723321,2026-04-22 18:36:49.882988,0 days 00:01:22.159667,block_12,0.30882449936450906,2,1024,0.00043605021273193726,constant,0.20628148299656213,1024,adamw,0.000764093176556399,0.9405357142857143,,,,PRUNED
452,0.5,2026-04-22 18:36:50.024766,2026-04-22 18:37:18.954297,0 days 00:00:28.929531,block_20,0.2822515646861016,3,512,0.0014114723000370896,cosine,0.10684354122463499,256,adam,0.008753559894265022,0.5,,,,PRUNED
453,0.8031377551020407,2026-04-22 18:37:19.080240,2026-04-22 18:37:25.131360,0 days 00:00:06.051120,block_16,0.06290288308560948,2,512,0.00047601522377992725,cosine,0.02245733587394938,512,adam,0.0023701858747934624,0.8031377551020407,,,,PRUNED
454,0.8422704081632654,2026-04-22 18:37:25.250432,2026-04-22 18:37:31.393787,0 days 00:00:06.143355,block_16,0.38879880043315534,3,512,0.00022919321378771956,constant,0.3547348137897238,1024,adamw,0.003325843239477451,0.8422704081632654,,,,PRUNED
455,0.6950000000000001,2026-04-22 18:37:31.522644,2026-04-22 18:37:37.710544,0 days 00:00:06.187900,block_12,0.2093409837254174,4,512,1.4700936832567542e-05,cosine,0.10018896709214445,256,adamw,0.0008530171790344985,0.6950000000000001,,,,PRUNED
456,0.8199744897959184,2026-04-22 18:37:37.859967,2026-04-22 18:37:45.021452,0 days 00:00:07.161485,block_16,0.002171031490705924,3,1024,5.797173510702175e-05,constant,0.32280012038248257,512,adamw,0.0012301095447953057,0.8199744897959184,,,,PRUNED
457,0.8436352040816326,2026-04-22 18:37:45.208985,2026-04-22 18:37:52.240102,0 days 00:00:07.031117,pre_proj,0.14142702348060482,5,256,0.0007852213842705319,constant,0.0593832636381246,512,adam,0.0012309743568263472,0.8436352040816326,,,,PRUNED
458,0.9415943877551021,2026-04-22 18:37:52.395066,2026-04-22 18:39:19.572019,0 days 00:01:27.176953,block_16,0.06827925072810767,3,1024,0.00023655321724253868,constant,0.2373784618194646,1024,adamw,0.0006776897644459601,0.9415943877551021,,,,PRUNED
459,0.8480739795918367,2026-04-22 18:39:19.737882,2026-04-22 18:39:25.736373,0 days 00:00:05.998491,block_16,0.0038981420556123874,3,256,0.0014617145791960627,constant,0.1543802048774564,512,adamw,0.0008948691256470349,0.8480739795918367,,,,PRUNED
460,0.9350892857142857,2026-04-22 18:39:25.873657,2026-04-22 18:39:54.738653,0 days 00:00:28.864996,block_16,0.14156931445636528,2,512,0.0007735942906625787,constant,0.18460867770432932,512,adamw,0.0012669923706234503,0.9240816326530612,0.9350892857142857,,,PRUNED
461,0.9299617346938776,2026-04-22 18:39:54.861924,2026-04-22 18:40:32.442920,0 days 00:00:37.580996,block_20,0.3301525837645417,4,1024,0.0008077390909436942,constant,0.12473225832031505,1024,adamw,0.0011782697309345746,0.9205102040816326,0.9299617346938776,,,PRUNED
462,0.934655612244898,2026-04-22 18:40:32.638378,2026-04-22 18:41:02.289899,0 days 00:00:29.651521,block_16,0.20436624621818383,2,1024,0.00042541762111030905,cosine,0.1713770669528058,512,adamw,0.00291522151428491,0.9023469387755102,0.9276785714285715,0.934655612244898,,PRUNED
463,0.656658163265306,2026-04-22 18:41:02.434836,2026-04-22 18:41:08.537315,0 days 00:00:06.102479,block_16,0.35547658543432,2,512,3.088148322363417e-05,cosine,0.38223117401391055,256,adamw,0.0007530113633804269,0.656658163265306,,,,PRUNED
464,0.5948469387755102,2026-04-22 18:41:08.680104,2026-04-22 18:41:14.832066,0 days 00:00:06.151962,block_16,0.3307751185184472,3,512,0.0014838351605487446,constant,0.26214213162518263,512,adam,0.0023674181372611604,0.5948469387755102,,,,PRUNED
465,0.8250318877551021,2026-04-22 18:41:14.955198,2026-04-22 18:41:26.733792,0 days 00:00:11.778594,block_20,0.023571209824889472,3,256,0.00011180702333592459,cosine,0.3233895566192918,256,adam,0.007452684228693836,0.8250318877551021,,,,PRUNED
466,0.9483290816326531,2026-04-22 18:41:26.866367,2026-04-22 18:43:24.395685,0 days 00:01:57.529318,block_16,0.3347464274916721,3,512,0.00098556989016784,constant,0.2768744557808675,512,adamw,0.004456666430708754,0.9478571428571428,,,,COMPLETE
467,0.7882142857142856,2026-04-22 18:43:24.534560,2026-04-22 18:45:21.797627,0 days 00:01:57.263067,block_16,0.23880374740103094,3,512,0.002096630878659087,constant,0.2702910365576615,512,adamw,0.007068264073915774,0.9451658163265306,,,,COMPLETE
468,0.8307397959183673,2026-04-22 18:45:21.925955,2026-04-22 18:45:27.999629,0 days 00:00:06.073674,pre_proj,0.06265666084809783,2,512,0.00016861978787954278,cosine,0.1977056200163646,512,adamw,0.004347828146732748,0.8307397959183673,,,,PRUNED
469,0.9476658163265306,2026-04-22 18:45:28.128758,2026-04-22 18:46:48.528862,0 days 00:01:20.400104,block_16,0.3079151109247573,3,512,0.0006420887827253071,constant,0.33853857158028233,512,adamw,0.005650343923798739,0.9274362244897959,0.9410076530612245,0.9476658163265306,,PRUNED
470,0.8136352040816326,2026-04-22 18:46:48.658842,2026-04-22 18:46:54.946855,0 days 00:00:06.288013,block_16,0.3864571929079587,4,512,0.0010706388470970141,constant,0.2577189717671147,512,adamw,0.007852805179109463,0.8136352040816326,,,,PRUNED
471,0.6893112244897959,2026-04-22 18:46:55.069743,2026-04-22 18:47:01.222556,0 days 00:00:06.152813,block_16,0.22558535910832223,2,256,8.36876724375269e-05,cosine,0.09705614722774006,512,adam,0.002918387207304224,0.6893112244897959,,,,PRUNED
472,0.8071428571428572,2026-04-22 18:47:01.346126,2026-04-22 18:47:13.373450,0 days 00:00:12.027324,block_12,0.28675958737055973,5,512,2.3459852133434117e-05,cosine,0.28646979045913756,512,adamw,0.009934308424295909,0.8071428571428572,,,,PRUNED
473,0.9303571428571429,2026-04-22 18:47:13.514614,2026-04-22 18:47:42.217841,0 days 00:00:28.703227,block_16,0.16016587013768585,2,512,0.00036266618146645654,cosine,0.06910358306376431,512,adam,0.0035400951940143467,0.9303571428571429,,,,PRUNED
474,0.49910714285714286,2026-04-22 18:47:42.344685,2026-04-22 18:48:13.876313,0 days 00:00:31.531628,block_12,0.17324083066972623,3,1024,0.0005974303039204083,constant,0.018547332605270778,256,adam,0.002547127531326224,0.49910714285714286,,,,PRUNED
475,0.9218622448979593,2026-04-22 18:48:14.027558,2026-04-22 18:48:25.824153,0 days 00:00:11.796595,block_16,0.08051466201540304,2,512,0.00037493460985935437,constant,0.3202875003776718,512,adamw,0.000580285741695176,0.8949872448979592,0.9218622448979593,,,PRUNED
476,0.9038010204081633,2026-04-22 18:48:25.947688,2026-04-22 18:48:37.769319,0 days 00:00:11.821631,block_16,0.39558816276934844,2,512,0.00010575578913807466,constant,0.23116818901789654,256,adamw,0.00186312566473783,0.9038010204081633,,,,PRUNED
477,0.8700382653061225,2026-04-22 18:48:37.907155,2026-04-22 18:48:44.044095,0 days 00:00:06.136940,block_16,0.35011006860240024,3,512,0.00021011552742740462,constant,0.3263340886439699,512,adamw,0.0011389211264688473,0.8700382653061225,,,,PRUNED
478,0.8338137755102041,2026-04-22 18:48:44.165000,2026-04-22 18:48:50.403753,0 days 00:00:06.238753,block_16,0.0030525405549623186,2,512,0.0001604361068649767,cosine,0.04075008696763521,512,adamw,0.002101576368676039,0.8338137755102041,,,,PRUNED
479,0.5809693877551021,2026-04-22 18:48:50.542521,2026-04-22 18:48:56.665084,0 days 00:00:06.122563,block_20,0.3320257026500982,4,256,1.5943020501346876e-05,constant,0.1317369560141134,256,adam,0.000679641316537871,0.5809693877551021,,,,PRUNED
480,0.8566326530612245,2026-04-22 18:48:56.786989,2026-04-22 18:49:02.829643,0 days 00:00:06.042654,block_16,0.28959824800569517,2,512,0.0001793245206761913,constant,0.38621610491131364,1024,adamw,0.0010012299728263132,0.8566326530612245,,,,PRUNED
481,0.8320790816326531,2026-04-22 18:49:02.951266,2026-04-22 18:49:14.430552,0 days 00:00:11.479286,block_12,0.1787552559994649,3,256,0.00014634133978404576,constant,0.2791487149029855,512,adam,0.0006570337970594957,0.8320790816326531,,,,PRUNED
482,0.917219387755102,2026-04-22 18:49:14.561098,2026-04-22 18:49:26.270126,0 days 00:00:11.709028,block_16,0.29171786942048555,3,256,0.0004912806300224104,constant,0.39699683532716784,512,adamw,0.003748690612339558,0.8847704081632652,0.917219387755102,,,PRUNED
483,0.9103571428571429,2026-04-22 18:49:26.390010,2026-04-22 18:49:38.003593,0 days 00:00:11.613583,block_16,0.12014390228575182,3,256,0.0012884869428890602,cosine,0.05407819889877337,512,adam,0.001291224919818112,0.9103571428571429,,,,PRUNED
484,0.9310586734693878,2026-04-22 18:49:38.128386,2026-04-22 18:50:06.619509,0 days 00:00:28.491123,block_16,0.3504158271989017,2,512,0.00130923303052747,constant,0.2784905042283422,512,adamw,0.004439056769889471,0.9220663265306123,0.9310586734693878,,,PRUNED
485,0.8677295918367347,2026-04-22 18:50:06.748318,2026-04-22 18:50:12.891223,0 days 00:00:06.142905,block_16,0.1476805625141756,3,512,0.0001909476260742383,constant,0.3037554030758041,512,adamw,0.001325882136643158,0.8677295918367347,,,,PRUNED
486,0.5,2026-04-22 18:50:13.017832,2026-04-22 18:50:21.186360,0 days 00:00:08.168528,block_16,0.002338626919147102,4,1024,0.0021811704562159375,constant,0.07171881436828512,256,adam,0.007869320152126923,0.5,,,,PRUNED
487,0.8304464285714286,2026-04-22 18:50:21.360755,2026-04-22 18:50:27.422053,0 days 00:00:06.061298,pre_proj,0.3243363586437702,4,512,0.0003419181422862184,constant,0.30172999171131604,256,adam,0.0009794105123287953,0.8304464285714286,,,,PRUNED
488,0.5,2026-04-22 18:50:27.558633,2026-04-22 18:52:28.118839,0 days 00:02:00.560206,block_12,0.3907447723206982,5,1024,0.0002582016058110855,constant,0.003852684566396175,1024,adam,0.0028336072062179114,0.5,,,,PRUNED
489,0.8477678571428572,2026-04-22 18:52:28.311847,2026-04-22 18:52:34.743780,0 days 00:00:06.431933,block_16,0.31818837599444855,2,1024,0.0008032649375969475,constant,0.07614907754566358,1024,adamw,0.0015972350847468233,0.8477678571428572,,,,PRUNED
490,0.9165688775510205,2026-04-22 18:52:34.895090,2026-04-22 18:52:46.540017,0 days 00:00:11.644927,block_16,0.3623927224078183,3,512,0.00032933593767156587,constant,0.36147171735632944,1024,adamw,0.0005201915723861908,0.8899872448979592,0.9165688775510205,,,PRUNED
491,0.9316326530612246,2026-04-22 18:52:46.667302,2026-04-22 18:53:15.191911,0 days 00:00:28.524609,block_16,0.08068241404702636,2,512,0.0006197946347898731,cosine,0.07667087399800301,512,adam,0.002035390126503707,0.9316326530612246,,,,PRUNED
492,0.5571364795918367,2026-04-22 18:53:15.325561,2026-04-22 18:53:21.485670,0 days 00:00:06.160109,block_12,0.3927145042793778,5,512,2.051046303261966e-05,constant,0.09241609109202709,512,adam,0.00857010673138842,0.5571364795918367,,,,PRUNED
493,0.7652295918367347,2026-04-22 18:53:21.626298,2026-04-22 18:53:27.930785,0 days 00:00:06.304487,pre_proj,0.20007588852987634,5,512,0.0001032214188421639,cosine,0.06919203472521715,1024,adam,0.003778005622799302,0.7652295918367347,,,,PRUNED
494,0.888469387755102,2026-04-22 18:53:28.072124,2026-04-22 18:53:39.684970,0 days 00:00:11.612846,block_12,0.3626843107396577,3,256,0.0039584630603702224,constant,0.021378648879691625,512,adamw,0.0014834964678445853,0.888469387755102,,,,PRUNED
495,0.8213010204081632,2026-04-22 18:53:39.814107,2026-04-22 18:53:48.000265,0 days 00:00:08.186158,pre_proj,0.00018112515860094214,4,1024,5.971549121798289e-05,constant,0.35035601436996466,1024,adamw,0.009132081425186879,0.8213010204081632,,,,PRUNED
496,0.5436670918367347,2026-04-22 18:53:48.173897,2026-04-22 18:53:54.281925,0 days 00:00:06.108028,block_16,0.2662948203508664,3,512,0.0045705668719677696,constant,0.16662597046696112,256,adamw,0.0015949904347520119,0.5436670918367347,,,,PRUNED
497,0.6538392857142857,2026-04-22 18:53:54.418069,2026-04-22 18:54:06.268730,0 days 00:00:11.850661,block_16,0.3700932012671768,3,512,0.0040937680093331924,constant,0.18033424623583508,512,adamw,0.0035267710796776305,0.6538392857142857,,,,PRUNED
498,0.7549936224489796,2026-04-22 18:54:06.396773,2026-04-22 18:54:17.997025,0 days 00:00:11.600252,pre_proj,0.38595726257938356,3,256,1.716892467881215e-05,constant,0.09327994923114491,256,adamw,0.001116530311252131,0.7549936224489796,,,,PRUNED
499,0.9140688775510204,2026-04-22 18:54:18.125374,2026-04-22 18:54:31.291920,0 days 00:00:13.166546,block_16,0.13026953100853653,3,1024,0.0005216344106296063,constant,0.38055819664017393,512,adamw,0.005981987185617341,0.9140688775510204,,,,PRUNED
500,0.9140051020408163,2026-04-22 18:54:31.456648,2026-04-22 18:54:43.708536,0 days 00:00:12.251888,block_16,0.36197378163490673,2,1024,0.0004430463827649334,constant,0.31868210403351643,256,adamw,0.004667463514862684,0.896951530612245,0.9140051020408163,,,PRUNED
501,0.8960586734693877,2026-04-22 18:54:43.852757,2026-04-22 18:54:55.787844,0 days 00:00:11.935087,block_16,0.38006009632565063,4,512,0.0008981546076141198,cosine,0.19706027415013733,512,adamw,0.001973996724581712,0.8960586734693877,,,,PRUNED
502,0.9238010204081633,2026-04-22 18:54:55.927514,2026-04-22 18:55:08.046878,0 days 00:00:12.119364,block_16,0.24591469949078057,2,1024,0.00028937689176384906,constant,0.056375813173772174,512,adamw,0.0010357640438620444,0.8908801020408164,0.9238010204081633,,,PRUNED
503,0.47131377551020404,2026-04-22 18:55:08.199979,2026-04-22 18:55:14.263218,0 days 00:00:06.063239,block_16,0.06714461788864728,5,256,0.0033185958064324123,constant,0.2855102291759971,512,adam,0.0010857873533519434,0.47131377551020404,,,,PRUNED
504,0.9181632653061225,2026-04-22 18:55:14.392420,2026-04-22 18:55:26.111945,0 days 00:00:11.719525,block_16,0.3796615196213778,2,512,0.0003287495313707975,constant,0.09505224220570571,512,adamw,0.0009336541088142192,0.8791071428571429,0.9181632653061225,,,PRUNED
505,0.9182397959183675,2026-04-22 18:55:26.253991,2026-04-22 18:55:39.323694,0 days 00:00:13.069703,block_20,0.34958018332460983,3,1024,0.000452966330832567,constant,0.2622257622154042,512,adamw,0.002053309329848833,0.8923086734693878,0.9182397959183675,,,PRUNED
