number,value,datetime_start,datetime_complete,duration,params_attn_dropout,params_clip_layer,params_dim_feedforward,params_lr,params_lr_scheduler,params_mlp_dropout,params_mlp_hidden_dim,params_n_heads,params_num_layers,params_optimizer_type,params_weight_decay,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,state
457,0.8858418367346939,2026-04-22 02:05:30.804597,2026-04-22 02:05:48.275734,0 days 00:00:17.471137,0.6139636749144276,block_16,1024,0.000296876746630599,cosine,0.03011390339537429,3072,32,14,adam,0.003500244002615877,0.8858418367346939,,,,PRUNED
458,0.8473214285714286,2026-04-22 02:05:48.402469,2026-04-22 02:05:54.679365,0 days 00:00:06.276896,0.317200486108243,block_16,1024,0.00019819151062089093,cosine,0.36586563679569273,1024,2,7,adam,0.030010534307971633,0.8473214285714286,,,,PRUNED
459,0.9334183673469387,2026-04-22 02:05:54.801165,2026-04-22 02:06:32.982115,0 days 00:00:38.180950,0.5894638514367777,block_16,1024,0.000281534222425343,cosine,0.011782848424848471,512,32,12,adam,0.00167650522842107,0.9334183673469387,,,,PRUNED
460,0.5896364795918367,2026-04-22 02:06:33.125901,2026-04-22 02:07:13.226985,0 days 00:00:40.101084,0.6574923343144934,block_16,1024,0.000437940539607284,cosine,0.01915490387441019,1024,32,13,adam,0.05161985963262049,0.5896364795918367,,,,PRUNED
461,0.8069770408163266,2026-04-22 02:07:13.424119,2026-04-22 02:07:21.311701,0 days 00:00:07.887582,0.2746666848681644,block_16,1024,0.00026397135309871465,cosine,0.13814414097128452,3072,2,14,adam,0.030971157094743643,0.8069770408163266,,,,PRUNED
462,0.7771683673469387,2026-04-22 02:07:21.470343,2026-04-22 02:07:27.684978,0 days 00:00:06.214635,0.46371289174709035,block_16,1024,0.0006106674169699078,cosine,0.2988529543709441,1024,8,8,adam,0.0048610300455826415,0.7771683673469387,,,,PRUNED
463,0.932219387755102,2026-04-22 02:07:27.818853,2026-04-22 02:08:09.775728,0 days 00:00:41.956875,0.6280383593837771,block_16,1024,0.00019671666875422853,cosine,0.052374612662045725,1024,32,14,adam,0.06643930062853035,0.9155229591836735,0.932219387755102,,,PRUNED
464,0.6246619897959182,2026-04-22 02:08:09.927470,2026-04-22 02:08:17.360623,0 days 00:00:07.433153,0.5717458290653074,block_16,1024,0.0007792622306516282,cosine,0.3741384257443341,512,16,12,adam,2.184344911574863e-05,0.6246619897959182,,,,PRUNED
465,0.9369642857142857,2026-04-22 02:08:17.523981,2026-04-22 02:08:46.603746,0 days 00:00:29.079765,0.2635041525428093,block_16,1024,0.00014156000306510838,cosine,0.04142552324478775,1024,32,6,adam,0.0005260807573393782,0.8636862244897959,0.9201403061224489,0.9369642857142857,,PRUNED
466,0.8367219387755102,2026-04-22 02:08:46.750642,2026-04-22 02:08:53.431036,0 days 00:00:06.680394,0.23809718779094002,block_16,1024,0.0002538974131553668,cosine,0.27071850660223123,2048,16,10,adam,0.07489300017984274,0.8367219387755102,,,,PRUNED
467,0.8140306122448979,2026-04-22 02:08:53.577406,2026-04-22 02:09:01.519655,0 days 00:00:07.942249,0.5226192202864738,block_16,1024,0.000581677478469703,cosine,0.005483675335820436,1024,32,12,adam,0.01700697984686048,0.8140306122448979,,,,PRUNED
468,0.9369132653061225,2026-04-22 02:09:01.663108,2026-04-22 02:09:39.659153,0 days 00:00:37.996045,0.583747062186292,block_16,1024,9.004215574080044e-05,cosine,0.05232728988124878,1024,32,12,adam,0.006980446052946116,0.8769005102040816,0.919375,0.9369132653061225,,PRUNED
469,0.821186224489796,2026-04-22 02:09:39.805752,2026-04-22 02:09:56.948604,0 days 00:00:17.142852,0.5132814207840742,block_16,1024,0.0005853173500916755,cosine,0.09268102725740071,2048,32,14,adam,0.025839899457754112,0.821186224489796,,,,PRUNED
470,0.9544770408163266,2026-04-22 02:09:57.117419,2026-04-22 02:12:25.233539,0 days 00:02:28.116120,0.31846954126816496,block_16,1024,0.00016987751565765332,cosine,0.11795894753509734,1024,2,14,adam,0.021730282986929115,0.9513520408163265,,,,COMPLETE
471,0.8406760204081634,2026-04-22 02:12:25.366581,2026-04-22 02:12:32.889495,0 days 00:00:07.522914,0.29120614695793806,block_16,1024,0.0002206714156675173,cosine,0.11821445102362449,1024,2,13,adam,0.06564829585600745,0.8406760204081634,,,,PRUNED
472,0.912704081632653,2026-04-22 02:12:33.050684,2026-04-22 02:12:48.163542,0 days 00:00:15.112858,0.3391740561879047,block_16,1024,0.000165890932179444,cosine,0.039524935951495824,1024,2,14,adam,0.003042680201635453,0.912704081632653,,,,PRUNED
473,0.8404081632653061,2026-04-22 02:12:48.336209,2026-04-22 02:12:55.433980,0 days 00:00:07.097771,0.35459631763057947,block_16,1024,0.00019447508262396444,cosine,0.14538733363745174,1024,16,11,adam,0.07402525130950433,0.8404081632653061,,,,PRUNED
474,0.9323214285714285,2026-04-22 02:12:55.593983,2026-04-22 02:13:24.761573,0 days 00:00:29.167590,0.4300110703866538,block_16,1024,0.00012327634241893583,cosine,0.1399779401839635,2048,8,8,adam,0.0015592770401073013,0.913609693877551,0.9323214285714285,,,PRUNED
475,0.8345025510204082,2026-04-22 02:13:24.911841,2026-04-22 02:13:32.697629,0 days 00:00:07.785788,0.45523252055167923,block_16,1024,0.00022929256995055526,cosine,0.06557174995464718,2048,8,14,adam,0.07558200918661408,0.8345025510204082,,,,PRUNED
476,0.5535267857142857,2026-04-22 02:13:32.849321,2026-04-22 02:14:12.943421,0 days 00:00:40.094100,0.2573829929135664,block_16,1024,0.0004753173367307545,cosine,0.0887027593001338,1024,32,13,adam,0.05709345692437849,0.5535267857142857,,,,PRUNED
477,0.9453316326530612,2026-04-22 02:14:13.101097,2026-04-22 02:15:34.455324,0 days 00:01:21.354227,0.6496928532238032,block_16,1024,0.0001866113161564323,cosine,0.23338764739477874,1024,2,6,adam,0.001402366780067673,0.9453316326530612,,,,PRUNED
478,0.7642602040816326,2026-04-22 02:15:34.645731,2026-04-22 02:15:40.949132,0 days 00:00:06.303401,0.4959076562292576,block_16,1024,0.0002878657436929227,cosine,0.2602537764758756,3072,2,8,adam,0.013148738276368284,0.7642602040816326,,,,PRUNED
479,0.904311224489796,2026-04-22 02:15:41.080718,2026-04-22 02:15:54.296144,0 days 00:00:13.215426,0.30691942063867306,block_16,1024,0.00011828259695536829,cosine,0.271576289566578,1024,32,9,adam,0.06896676888340644,0.8607780612244899,0.904311224489796,,,PRUNED
480,0.8145025510204081,2026-04-22 02:15:54.445623,2026-04-22 02:16:00.546688,0 days 00:00:06.101065,0.47478339321322327,block_16,1024,0.0006112752207982619,cosine,0.07574184531686266,2048,32,6,adam,0.005420477985732836,0.8145025510204081,,,,PRUNED
481,0.8257142857142857,2026-04-22 02:16:00.731463,2026-04-22 02:16:09.092244,0 days 00:00:08.360781,0.6740513193326041,block_16,1024,0.0002984605313069256,cosine,0.051628542449665873,2048,32,13,adam,0.009182083894592578,0.8257142857142857,,,,PRUNED
482,0.8489540816326532,2026-04-22 02:16:09.260066,2026-04-22 02:16:15.538124,0 days 00:00:06.278058,0.40002042660759796,block_16,1024,0.00017768404898591138,cosine,0.21787872552485205,1024,8,8,adam,0.06334549556799506,0.8489540816326532,,,,PRUNED
483,0.9168877551020408,2026-04-22 02:16:15.673022,2026-04-22 02:16:27.679240,0 days 00:00:12.006218,0.6841836086596915,block_16,1024,9.472769372925835e-05,cosine,0.06132029244411331,1024,8,9,adam,0.004063642015347845,0.8753316326530612,0.9168877551020408,,,PRUNED
484,0.9102168367346938,2026-04-22 02:16:27.811255,2026-04-22 02:16:39.754695,0 days 00:00:11.943440,0.3999591018050228,block_16,1024,0.00019303766056937973,cosine,0.17697523976361235,1024,8,6,adam,0.06170203378516642,0.9102168367346938,,,,PRUNED
485,0.5,2026-04-22 02:16:39.897461,2026-04-22 02:18:00.801268,0 days 00:01:20.903807,0.3307635333518258,block_16,1024,0.0005079401606711149,cosine,0.0066036705698630654,3072,32,6,adam,0.06250394853632976,0.5,,,,PRUNED
486,0.9366454081632652,2026-04-22 02:18:00.945526,2026-04-22 02:18:37.914415,0 days 00:00:36.968889,0.390173640733721,block_16,1024,0.00019441744045753967,cosine,0.16742041068380153,1024,2,14,adam,0.0055029408281155835,0.8656505102040817,0.9182142857142858,0.9366454081632652,,PRUNED
487,0.8370153061224491,2026-04-22 02:18:38.067844,2026-04-22 02:18:44.814707,0 days 00:00:06.746863,0.6124789694025203,block_16,1024,0.00017675366992594282,cosine,0.26909292878508895,1024,16,10,adam,0.004430237641636377,0.8370153061224491,,,,PRUNED
488,0.8283163265306122,2026-04-22 02:18:44.969442,2026-04-22 02:18:53.803810,0 days 00:00:08.834368,0.3494784134776596,block_16,1024,9.213489929034511e-05,cosine,0.11010985598402884,1024,32,14,adam,0.0037793645811975305,0.8283163265306122,,,,PRUNED
489,0.9163265306122449,2026-04-22 02:18:53.966607,2026-04-22 02:19:07.736432,0 days 00:00:13.769825,0.4267282106683586,block_16,1024,9.914696836636873e-05,cosine,0.12713019998365577,1024,16,11,adam,0.009287148129429379,0.8574362244897958,0.9163265306122449,,,PRUNED
490,0.8419005102040816,2026-04-22 02:19:07.904165,2026-04-22 02:19:14.001740,0 days 00:00:06.097575,0.5204201302367015,block_16,1024,9.012553435573831e-05,cosine,0.09330297786228729,512,32,6,adam,0.01452057053090679,0.8419005102040816,,,,PRUNED
491,0.9059438775510203,2026-04-22 02:19:14.143688,2026-04-22 02:19:29.823698,0 days 00:00:15.680010,0.6608097272641067,block_16,1024,4.484360330612098e-05,cosine,0.000676197548708013,1024,16,14,adam,3.101495243963811e-06,0.8535841836734693,0.9059438775510203,,,PRUNED
492,0.8501275510204082,2026-04-22 02:19:29.973903,2026-04-22 02:19:36.541028,0 days 00:00:06.567125,0.6284000533255629,block_16,1024,9.304182266218869e-05,cosine,0.08565974309712385,1024,8,10,adam,0.08665504711382,0.8501275510204082,,,,PRUNED
493,0.915,2026-04-22 02:19:36.747073,2026-04-22 02:19:48.723727,0 days 00:00:11.976654,0.38665538960742224,block_16,1024,0.0002107796023183614,cosine,0.27079949263562403,1024,2,6,adam,0.03091992835349143,0.8561989795918368,0.915,,,PRUNED
494,0.8680612244897958,2026-04-22 02:19:48.852126,2026-04-22 02:20:04.546434,0 days 00:00:15.694308,0.2818087428880912,block_16,1024,0.0003887469066824632,cosine,0.2707559863927109,3072,32,12,adam,0.0018356383303229948,0.8680612244897958,,,,PRUNED
495,0.8482780612244898,2026-04-22 02:20:04.712162,2026-04-22 02:20:20.250677,0 days 00:00:15.538515,0.2180298409275613,block_16,1024,0.0005790046914639214,cosine,0.12368840294248688,3072,32,12,adam,1.9899959389047768e-06,0.8482780612244898,,,,PRUNED
496,0.8386096938775509,2026-04-22 02:20:20.407128,2026-04-22 02:20:26.586768,0 days 00:00:06.179640,0.4230011414098769,block_16,1024,0.0002889385546142449,cosine,0.20298659262751423,1024,32,6,adam,0.019729293888037697,0.8386096938775509,,,,PRUNED
497,0.8358035714285714,2026-04-22 02:20:26.734887,2026-04-22 02:20:34.260558,0 days 00:00:07.525671,0.30024282266354185,block_16,1024,0.00014210966049925177,cosine,0.15492585489390248,1024,2,13,adam,0.014514174795022528,0.8358035714285714,,,,PRUNED
498,0.8382780612244898,2026-04-22 02:20:34.412382,2026-04-22 02:20:42.268250,0 days 00:00:07.855868,0.4589122706215075,block_16,1024,0.00010811043688740464,cosine,0.05966790660222706,1024,2,14,adam,0.03352952248820305,0.8382780612244898,,,,PRUNED
499,0.8300510204081631,2026-04-22 02:20:42.425231,2026-04-22 02:20:48.694108,0 days 00:00:06.268877,0.3133216766869579,block_16,1024,0.00031455033217464296,cosine,0.206914860903955,1024,2,7,adam,0.020047146702547574,0.8300510204081631,,,,PRUNED
500,0.9157015306122449,2026-04-22 02:20:48.846282,2026-04-22 02:21:05.950176,0 days 00:00:17.103894,0.6364418442358929,block_16,1024,0.00012751412537280696,cosine,0.012515472966140927,1024,32,14,adam,0.052886822719802225,0.8806632653061225,0.9157015306122449,,,PRUNED
501,0.8408545918367346,2026-04-22 02:21:06.109864,2026-04-22 02:21:13.666654,0 days 00:00:07.556790,0.6887404959062731,block_16,1024,2.638493227559289e-05,cosine,0.22636825728674873,1024,8,13,adam,3.721827781437892e-05,0.8408545918367346,,,,PRUNED
502,0.8945025510204082,2026-04-22 02:21:13.821845,2026-04-22 02:21:28.297429,0 days 00:00:14.475584,0.24563460596932402,block_16,1024,6.511819493927144e-05,cosine,0.1479297427838053,3072,16,12,adam,0.00019299216616807934,0.8945025510204082,,,,PRUNED
503,0.9510841836734694,2026-04-22 02:21:28.482263,2026-04-22 02:22:50.303726,0 days 00:01:21.821463,0.38313455943254215,block_16,1024,0.0002758510691402108,cosine,0.28830682499733157,1024,8,6,adam,0.018272753553297997,0.9209056122448981,0.9380739795918367,0.9510841836734694,,PRUNED
504,0.9079081632653061,2026-04-22 02:22:50.460465,2026-04-22 02:23:03.642781,0 days 00:00:13.182316,0.5159140940004029,block_16,1024,0.00010810443708623902,cosine,0.11029733616129152,2048,16,10,adam,0.05502953819410855,0.9079081632653061,,,,PRUNED
505,0.9477295918367348,2026-04-22 02:23:03.780179,2026-04-22 02:24:25.482583,0 days 00:01:21.702404,0.5824197938287198,block_16,1024,0.00018658337940258624,cosine,0.27553901421672794,1024,32,6,adam,0.003001508848761451,0.9245535714285714,0.9371556122448979,0.9477295918367348,,PRUNED
506,0.9093367346938775,2026-04-22 02:24:25.624763,2026-04-22 02:24:40.102981,0 days 00:00:14.478218,0.30696581246451554,block_16,1024,3.206391907791418e-05,cosine,0.3923083344665495,1024,8,13,adam,5.775192819074256e-06,0.8521428571428571,0.9093367346938775,,,PRUNED
507,0.8403188775510204,2026-04-22 02:24:40.262062,2026-04-22 02:24:49.022005,0 days 00:00:08.759943,0.693230007381778,block_16,1024,0.00013941339612688334,cosine,0.01811947351396473,512,32,14,adam,0.033450967251960895,0.8403188775510204,,,,PRUNED
508,0.8833290816326531,2026-04-22 02:24:49.179744,2026-04-22 02:25:01.195164,0 days 00:00:12.015420,0.43496802195196976,block_16,1024,0.0005256759638181829,cosine,0.2828197356327475,3072,32,7,adam,0.009783314617484811,0.8833290816326531,,,,PRUNED
509,0.9033801020408164,2026-04-22 02:25:01.338414,2026-04-22 02:25:16.611973,0 days 00:00:15.273559,0.3936994761317554,block_16,1024,6.489722745030436e-05,cosine,0.17111385128384501,3072,2,14,adam,0.04398199119130421,0.9033801020408164,,,,PRUNED
510,0.9082270408163265,2026-04-22 02:25:16.767113,2026-04-22 02:25:29.965912,0 days 00:00:13.198799,0.6922167732690759,block_16,1024,0.00011469282892668636,cosine,0.03600400844610922,512,8,11,adam,0.004559910413628322,0.863265306122449,0.9082270408163265,,,PRUNED
511,0.912015306122449,2026-04-22 02:25:30.118279,2026-04-22 02:25:42.102422,0 days 00:00:11.984143,0.44402069270124966,block_16,1024,0.0001734646859116266,cosine,0.09538563320043984,1024,32,6,adam,0.03945620264765992,0.8556887755102041,0.912015306122449,,,PRUNED
512,0.9531632653061224,2026-04-22 02:25:42.237555,2026-04-22 02:27:39.358948,0 days 00:01:57.121393,0.40033023671519696,block_16,1024,0.0001708420859324393,cosine,0.10145431854913581,512,8,6,adam,0.052629155559207906,0.9504081632653062,,,,COMPLETE
513,0.6737691326530612,2026-04-22 02:27:39.518270,2026-04-22 02:27:45.681919,0 days 00:00:06.163649,0.6203026539842098,block_16,1024,0.000916436580644311,cosine,0.3466156669379664,512,16,6,adam,0.0008068127889876953,0.6737691326530612,,,,PRUNED
514,0.8079719387755102,2026-04-22 02:27:45.821803,2026-04-22 02:27:51.932754,0 days 00:00:06.110951,0.5925589452155079,block_16,1024,0.0003737100784012781,cosine,0.31721568556545676,3072,32,6,adam,0.06857031480079112,0.8079719387755102,,,,PRUNED
515,0.9346428571428571,2026-04-22 02:27:52.086102,2026-04-22 02:28:21.256090,0 days 00:00:29.169988,0.3111215911298747,block_16,1024,0.0008703067900322403,cosine,0.2160079180674517,512,32,6,adam,0.000415734468395758,0.9346428571428571,,,,PRUNED
516,0.9526785714285715,2026-04-22 02:28:21.391897,2026-04-22 02:30:43.352633,0 days 00:02:21.960736,0.6327771565248529,block_16,1024,0.0002074128823293427,cosine,0.010656787836526065,1024,8,13,adam,0.013106609790816627,0.9506760204081632,,,,COMPLETE
517,0.793686224489796,2026-04-22 02:30:43.483997,2026-04-22 02:30:49.647579,0 days 00:00:06.163582,0.5543798438693645,block_16,1024,0.0007248058646399415,cosine,0.13120438343876129,512,16,6,adam,0.00021626079603515657,0.793686224489796,,,,PRUNED
518,0.9100127551020408,2026-04-22 02:30:49.796588,2026-04-22 02:31:04.329598,0 days 00:00:14.533010,0.3742982137988028,block_16,1024,0.0003100090957159791,cosine,0.13130366570025162,1024,8,13,adam,0.021217745373122873,0.9100127551020408,,,,PRUNED
519,0.9139923469387754,2026-04-22 02:31:04.486496,2026-04-22 02:31:16.440481,0 days 00:00:11.953985,0.32126749144865974,block_16,1024,9.718635937387834e-05,cosine,0.22040049443051948,1024,32,6,adam,0.015552198587962626,0.8650382653061224,0.9139923469387754,,,PRUNED
520,0.9348086734693877,2026-04-22 02:31:16.584060,2026-04-22 02:31:46.719365,0 days 00:00:30.135305,0.26530146736286,block_16,1024,0.00031829090817109284,cosine,0.3097315684648441,512,16,9,adam,0.005074154668135573,0.9348086734693877,,,,PRUNED
521,0.9282908163265307,2026-04-22 02:31:46.866233,2026-04-22 02:32:23.905462,0 days 00:00:37.039229,0.617739810007463,block_16,1024,0.0004020622858275689,cosine,0.04107290705483809,1024,2,14,adam,0.0004911569297459366,0.9282908163265307,,,,PRUNED
522,0.8310204081632654,2026-04-22 02:32:24.061591,2026-04-22 02:32:31.598082,0 days 00:00:07.536491,0.6732393285688663,block_16,1024,0.0003960342739099139,cosine,0.006583981919248694,1024,2,13,adam,0.07707860549028471,0.8310204081632654,,,,PRUNED
523,0.834795918367347,2026-04-22 02:32:31.741737,2026-04-22 02:32:40.621154,0 days 00:00:08.879417,0.48206451278947793,block_16,1024,0.00023117182613827927,cosine,0.002617215114067936,1024,32,14,adam,0.090684187083901,0.834795918367347,,,,PRUNED
524,0.9510204081632654,2026-04-22 02:32:40.774834,2026-04-22 02:34:02.259617,0 days 00:01:21.484783,0.2559562808783645,block_16,1024,0.0003215027234074203,cosine,0.22852378947677654,1024,8,9,adam,0.00787444804014348,0.9169897959183675,0.9376913265306123,0.9510204081632654,,PRUNED
525,0.9040816326530612,2026-04-22 02:34:02.400044,2026-04-22 02:34:14.281142,0 days 00:00:11.881098,0.3413934210058839,block_16,1024,0.00010431976324810061,cosine,0.19329845110750105,3072,2,7,adam,0.02251851865870017,0.8556377551020407,0.9040816326530612,,,PRUNED
526,0.815,2026-04-22 02:34:14.421053,2026-04-22 02:34:21.537746,0 days 00:00:07.116693,0.20998958967756923,block_16,1024,3.4812228571435784e-05,cosine,0.3627703706857565,3072,8,12,adam,0.005491530821172969,0.815,,,,PRUNED
527,0.9092984693877552,2026-04-22 02:34:21.681255,2026-04-22 02:34:36.863038,0 days 00:00:15.181783,0.34375608660705115,block_16,1024,0.00013944319336798547,cosine,0.10464410331107492,1024,2,14,adam,0.019972196766147917,0.9092984693877552,,,,PRUNED
528,0.9500255102040817,2026-04-22 02:34:37.020833,2026-04-22 02:35:58.017879,0 days 00:01:20.997046,0.50995183862547,block_16,1024,0.00013057836104839543,cosine,0.217057122391659,1024,16,8,adam,0.014036528288436923,0.8848469387755101,0.9223086734693878,0.9378954081632652,0.9500255102040817,PRUNED
529,0.6759566326530612,2026-04-22 02:35:58.175217,2026-04-22 02:36:04.624264,0 days 00:00:06.449047,0.424756720130703,block_16,1024,0.0005617615490875198,cosine,0.2149151074195912,512,8,10,adam,2.1352258752844356e-06,0.6759566326530612,,,,PRUNED
530,0.8224362244897959,2026-04-22 02:36:04.763239,2026-04-22 02:36:13.689614,0 days 00:00:08.926375,0.5046493648552571,block_16,1024,0.00023323354086522162,cosine,0.04048145295013683,512,32,14,adam,0.02040742341991406,0.8224362244897959,,,,PRUNED
531,0.8357015306122451,2026-04-22 02:36:13.836008,2026-04-22 02:36:21.630318,0 days 00:00:07.794310,0.21973446603055266,block_16,1024,0.0002773862183747149,cosine,0.1516019742440464,1024,2,14,adam,0.0034128213509302453,0.8357015306122451,,,,PRUNED
532,0.8512755102040817,2026-04-22 02:36:21.771450,2026-04-22 02:36:28.927018,0 days 00:00:07.155568,0.4954848276339996,block_16,1024,0.0001856835097909274,cosine,0.08035917605342299,512,8,12,adam,0.0031583455595086424,0.8512755102040817,,,,PRUNED
533,0.9463520408163266,2026-04-22 02:36:29.071363,2026-04-22 02:37:50.434058,0 days 00:01:21.362695,0.36756226840403283,block_16,1024,8.688437377575e-05,cosine,0.0550261273375619,512,16,7,adam,1.1860528527516549e-05,0.9370153061224489,0.9463520408163266,,,PRUNED
534,0.9503698979591837,2026-04-22 02:37:50.601427,2026-04-22 02:39:12.002971,0 days 00:01:21.401544,0.5790799753313082,block_16,1024,0.00018454530638588668,cosine,0.10758545355648327,1024,8,9,adam,0.020672997183323855,0.9375255102040816,0.9503698979591837,,,PRUNED
535,0.9021556122448979,2026-04-22 02:39:12.142730,2026-04-22 02:39:25.893886,0 days 00:00:13.751156,0.6850813791828186,block_16,1024,7.459097225919395e-05,cosine,0.09224600978686115,3072,2,12,adam,1.3770124488188458e-05,0.8619770408163265,0.9021556122448979,,,PRUNED
536,0.8478061224489797,2026-04-22 02:39:26.033734,2026-04-22 02:39:32.185213,0 days 00:00:06.151479,0.3266195528193381,block_16,1024,0.00016914559434497742,cosine,0.03398477414901823,1024,32,6,adam,0.07353152489832813,0.8478061224489797,,,,PRUNED
537,0.8448341836734695,2026-04-22 02:39:32.341108,2026-04-22 02:39:39.551678,0 days 00:00:07.210570,0.4737305789942119,block_16,1024,0.00014476676237243051,cosine,0.1123617445969979,1024,8,12,adam,0.019516598152593868,0.8448341836734695,,,,PRUNED
538,0.7831760204081633,2026-04-22 02:39:39.703590,2026-04-22 02:39:46.803794,0 days 00:00:07.100204,0.46100767720849994,block_16,1024,0.00035987476378000646,cosine,0.16477951488975268,3072,16,11,adam,0.019844985077792723,0.7831760204081633,,,,PRUNED
539,0.9358418367346939,2026-04-22 02:39:46.950954,2026-04-22 02:40:16.130545,0 days 00:00:29.179591,0.4116950560694099,block_16,1024,0.00044662728478004975,cosine,0.08876887532088093,1024,32,6,adam,0.004112716531674548,0.9358418367346939,,,,PRUNED
540,0.6836224489795919,2026-04-22 02:40:16.270503,2026-04-22 02:40:22.495379,0 days 00:00:06.224876,0.3020321683921021,block_16,1024,0.0007566108545824755,cosine,0.3277454408949177,1024,8,7,adam,0.0011234211722007373,0.6836224489795919,,,,PRUNED
541,0.935561224489796,2026-04-22 02:40:22.633984,2026-04-22 02:40:51.875843,0 days 00:00:29.241859,0.45989377014040234,block_16,1024,0.00040043051641914216,cosine,0.10559629830736458,1024,8,8,adam,0.0122629073568878,0.935561224489796,,,,PRUNED
542,0.8387627551020409,2026-04-22 02:40:52.059275,2026-04-22 02:41:00.918210,0 days 00:00:08.858935,0.6982098029129636,block_16,1024,9.291540312014663e-05,cosine,0.15657064108857022,1024,32,14,adam,0.09490379393898375,0.8387627551020409,,,,PRUNED
543,0.9109183673469387,2026-04-22 02:41:01.093673,2026-04-22 02:41:14.279535,0 days 00:00:13.185862,0.25468074287909076,block_16,1024,0.0001914905873900802,cosine,0.39344827826565426,1024,8,11,adam,0.032881131350506354,0.9109183673469387,,,,PRUNED
544,0.8104846938775511,2026-04-22 02:41:14.505317,2026-04-22 02:41:23.331970,0 days 00:00:08.826653,0.4658684033185818,block_16,1024,0.0001845932411897269,cosine,0.01824630826800097,3072,32,14,adam,0.025319098292500144,0.8104846938775511,,,,PRUNED
545,0.9164795918367347,2026-04-22 02:41:23.483961,2026-04-22 02:41:36.784532,0 days 00:00:13.300571,0.31529193608409006,block_16,1024,0.00017106931573058958,cosine,0.09276405245156732,1024,2,11,adam,0.04886103734112215,0.8758163265306124,0.9164795918367347,,,PRUNED
546,0.8325255102040816,2026-04-22 02:41:36.955851,2026-04-22 02:41:44.103889,0 days 00:00:07.148038,0.36371591630869277,block_16,1024,0.0002542156020943245,cosine,0.14714653191228244,1024,2,12,adam,0.05968982032235623,0.8325255102040816,,,,PRUNED
547,0.9075765306122449,2026-04-22 02:41:44.241805,2026-04-22 02:41:56.101653,0 days 00:00:11.859848,0.33986659560657906,block_16,1024,0.00012955962289602186,cosine,0.12396556720608223,1024,2,6,adam,0.052416273717446914,0.8563265306122448,0.9075765306122449,,,PRUNED
548,0.8294005102040817,2026-04-22 02:41:56.248863,2026-04-22 02:42:02.437255,0 days 00:00:06.188392,0.4171094896529287,block_16,1024,0.0002771025075002289,cosine,0.28247903432088245,1024,16,6,adam,0.0555366986582312,0.8294005102040817,,,,PRUNED
549,0.829515306122449,2026-04-22 02:42:02.577698,2026-04-22 02:42:11.378944,0 days 00:00:08.801246,0.6421063937443823,block_16,1024,0.0003800333448468304,cosine,0.1054222996055966,1024,32,14,adam,0.0026216117922940496,0.829515306122449,,,,PRUNED
550,0.756938775510204,2026-04-22 02:42:11.531476,2026-04-22 02:42:18.033455,0 days 00:00:06.501979,0.2396066800053147,block_16,1024,0.0008084994799138843,cosine,0.28067249950963363,3072,2,10,adam,0.0004024942379256282,0.756938775510204,,,,PRUNED
551,0.928125,2026-04-22 02:42:18.191273,2026-04-22 02:42:52.370858,0 days 00:00:34.179585,0.684317428924204,block_16,1024,0.0008361892210957404,cosine,0.08949874737956885,1024,32,10,adam,2.269364836808676e-06,0.928125,,,,PRUNED
552,0.8277551020408164,2026-04-22 02:42:52.523098,2026-04-22 02:42:58.736694,0 days 00:00:06.213596,0.4492936362454192,block_16,1024,4.917209052178032e-05,cosine,0.1297052323946871,1024,32,6,adam,0.05906174172748507,0.8277551020408164,,,,PRUNED
553,0.8299107142857143,2026-04-22 02:42:58.872207,2026-04-22 02:43:05.061348,0 days 00:00:06.189141,0.27643946923370777,block_16,1024,0.00042296242205750346,cosine,0.04631371759825351,1024,16,7,adam,0.016686180853866618,0.8299107142857143,,,,PRUNED
554,0.9448469387755102,2026-04-22 02:43:05.200885,2026-04-22 02:44:30.254449,0 days 00:01:25.053564,0.5476256913815266,block_16,1024,0.0007234289053570452,cosine,0.3715624212408502,2048,2,10,adam,0.0005783179082844704,0.9448469387755102,,,,PRUNED
555,0.9340433673469387,2026-04-22 02:44:30.408184,2026-04-22 02:45:00.418202,0 days 00:00:30.010018,0.4126735258658348,block_16,1024,0.0001034529921734227,cosine,0.19344639802668845,1024,16,9,adam,0.02754013101416149,0.9129974489795918,0.9340433673469387,,,PRUNED
556,0.8413010204081632,2026-04-22 02:45:00.558491,2026-04-22 02:45:07.420519,0 days 00:00:06.862028,0.33243280513438495,block_16,1024,0.00026176952323552226,cosine,0.06062393650708474,3072,2,11,adam,0.00582104757322176,0.8413010204081632,,,,PRUNED
557,0.9116709183673469,2026-04-22 02:45:07.566593,2026-04-22 02:45:19.598239,0 days 00:00:12.031646,0.2809677009820284,block_16,1024,0.00014016752747298582,cosine,0.07588947827927753,2048,32,7,adam,0.006467113697246188,0.8517729591836735,0.9116709183673469,,,PRUNED
558,0.9094132653061224,2026-04-22 02:45:19.746701,2026-04-22 02:45:31.695509,0 days 00:00:11.948808,0.22385837076821935,block_16,1024,6.966713375688908e-05,cosine,0.04958043158504315,1024,8,6,adam,0.02901328775038633,0.8595280612244898,0.9094132653061224,,,PRUNED
