number,value,datetime_start,datetime_complete,duration,params_clip_layer,params_lr,params_lr_scheduler,params_mlp_dropout,params_mlp_hidden_dim,params_optimizer_type,state
295,0.914234693877551,2026-04-21 18:18:55.033578,2026-04-21 18:19:18.513245,0 days 00:00:23.479667,block_16,0.013345132836334752,constant,0.11632498621532766,2048,adamw,PRUNED
296,0.9145790816326531,2026-04-21 18:19:18.670500,2026-04-21 18:19:39.365180,0 days 00:00:20.694680,block_16,0.007333507339840344,constant,0.2027079051313942,1024,adamw,PRUNED
297,0.9136479591836735,2026-04-21 18:19:39.516859,2026-04-21 18:20:00.283830,0 days 00:00:20.766971,block_16,0.006868262579916407,constant,0.09252797719736441,1024,adamw,PRUNED
298,0.9067729591836735,2026-04-21 18:20:00.452875,2026-04-21 18:20:18.333061,0 days 00:00:17.880186,block_16,0.012466136602485408,constant,0.3870226821296774,1024,adamw,PRUNED
299,0.9053188775510205,2026-04-21 18:20:18.509837,2026-04-21 18:20:36.249237,0 days 00:00:17.739400,block_16,0.005123487653322949,constant,0.39287825032701157,1024,adamw,PRUNED
300,0.9116454081632653,2026-04-21 18:20:36.406928,2026-04-21 18:20:57.078180,0 days 00:00:20.671252,block_16,0.005272017926508717,constant,0.131409586619693,3072,adamw,PRUNED
301,0.9081505102040816,2026-04-21 18:20:57.256708,2026-04-21 18:21:14.975670,0 days 00:00:17.718962,block_16,0.007047399800741057,constant,0.15299118043304374,1024,adamw,PRUNED
302,0.9053316326530613,2026-04-21 18:21:15.136639,2026-04-21 18:21:32.822098,0 days 00:00:17.685459,block_16,0.01400413944733839,constant,0.08100998213266618,3072,adamw,PRUNED
303,0.9039413265306122,2026-04-21 18:21:32.973975,2026-04-21 18:21:50.703773,0 days 00:00:17.729798,block_16,0.022682709492779698,constant,0.16598309069587955,2048,adamw,PRUNED
304,0.9088010204081631,2026-04-21 18:21:50.869810,2026-04-21 18:22:08.529436,0 days 00:00:17.659626,block_16,0.017951876361258216,constant,0.3451396113596051,2048,adamw,PRUNED
305,0.9074489795918367,2026-04-21 18:22:08.692678,2026-04-21 18:22:26.466200,0 days 00:00:17.773522,block_16,0.005143326600727322,constant,0.23584672270526025,1024,adamw,PRUNED
306,0.9086607142857143,2026-04-21 18:22:26.611391,2026-04-21 18:22:44.191236,0 days 00:00:17.579845,block_16,0.0054267261929621625,constant,0.1376722986946018,1024,adamw,PRUNED
307,0.9188520408163265,2026-04-21 18:22:44.347097,2026-04-21 18:23:08.014515,0 days 00:00:23.667418,block_16,0.011911043499587805,constant,0.2396637403973219,2048,adamw,PRUNED
308,0.9271811224489795,2026-04-21 18:23:08.206252,2026-04-21 18:24:00.998244,0 days 00:00:52.791992,block_16,0.005201006262411525,constant,0.18819527224697952,1024,adamw,PRUNED
309,0.919515306122449,2026-04-21 18:24:01.167054,2026-04-21 18:24:24.680269,0 days 00:00:23.513215,block_16,0.013086414789301283,constant,0.12761590619894447,1024,adamw,PRUNED
310,0.9079209183673469,2026-04-21 18:24:24.832873,2026-04-21 18:24:42.360096,0 days 00:00:17.527223,block_16,0.006595941237720762,constant,0.2537257586538171,1024,adamw,PRUNED
311,0.8969005102040816,2026-04-21 18:24:42.514823,2026-04-21 18:24:59.961451,0 days 00:00:17.446628,block_16,0.030191716973412414,constant,0.2907313984001152,1024,adamw,PRUNED
312,0.904170918367347,2026-04-21 18:25:00.121684,2026-04-21 18:25:17.685778,0 days 00:00:17.564094,block_16,0.012863987726119413,constant,0.0617146202671066,1024,adamw,PRUNED
313,0.9067857142857143,2026-04-21 18:25:17.839946,2026-04-21 18:25:35.260422,0 days 00:00:17.420476,block_16,0.030295109682832073,constant,0.39378991572704297,2048,adamw,PRUNED
314,0.9142474489795919,2026-04-21 18:25:35.406009,2026-04-21 18:25:55.825127,0 days 00:00:20.419118,block_16,0.006943134373218958,constant,0.1912236340307535,1024,adamw,PRUNED
315,0.8959183673469387,2026-04-21 18:25:55.982933,2026-04-21 18:26:13.535800,0 days 00:00:17.552867,block_16,0.027538277351813585,constant,0.1786058876448022,1024,adamw,PRUNED
316,0.9083418367346938,2026-04-21 18:26:13.671381,2026-04-21 18:26:30.969545,0 days 00:00:17.298164,block_16,0.005050611808577693,constant,0.17679178110139138,1024,adamw,PRUNED
317,0.9197193877551021,2026-04-21 18:26:31.110890,2026-04-21 18:26:54.270341,0 days 00:00:23.159451,block_16,0.005998407325530545,constant,0.38466287862711,4096,adamw,PRUNED
318,0.9063647959183674,2026-04-21 18:26:54.413411,2026-04-21 18:27:11.814773,0 days 00:00:17.401362,block_16,0.008627626807648024,constant,0.23470739480481106,1024,adamw,PRUNED
319,0.9069642857142857,2026-04-21 18:27:11.962842,2026-04-21 18:27:29.350772,0 days 00:00:17.387930,block_16,0.013559341117750555,constant,0.1672297537375766,1024,adamw,PRUNED
320,0.9205612244897959,2026-04-21 18:27:29.491912,2026-04-21 18:27:53.730419,0 days 00:00:24.238507,block_16,0.02117438928028687,constant,0.3180274460997217,4096,adamw,PRUNED
321,0.9148469387755102,2026-04-21 18:27:53.874442,2026-04-21 18:28:17.751807,0 days 00:00:23.877365,block_16,0.012494987687224623,constant,0.1965959786208658,2048,adamw,PRUNED
322,0.9051275510204082,2026-04-21 18:28:17.894130,2026-04-21 18:28:35.417270,0 days 00:00:17.523140,block_16,0.007691387886350697,constant,0.39806943868178696,1024,adamw,PRUNED
323,0.9067602040816326,2026-04-21 18:28:35.566526,2026-04-21 18:28:53.135320,0 days 00:00:17.568794,block_16,0.0051039552865153655,constant,0.2666868777989249,1024,adamw,PRUNED
324,0.9115051020408163,2026-04-21 18:28:53.309415,2026-04-21 18:29:13.896160,0 days 00:00:20.586745,block_16,0.0064342860978662125,constant,0.14905602328888054,2048,adamw,PRUNED
325,0.9032525510204082,2026-04-21 18:29:14.051490,2026-04-21 18:29:31.777904,0 days 00:00:17.726414,block_16,0.011676641321749065,constant,0.3475427727537603,1024,adamw,PRUNED
326,0.9083673469387755,2026-04-21 18:29:31.911725,2026-04-21 18:29:49.587408,0 days 00:00:17.675683,block_16,0.007140183469925537,constant,0.18485850656815364,1024,adamw,PRUNED
327,0.9060969387755103,2026-04-21 18:29:49.740370,2026-04-21 18:30:07.392720,0 days 00:00:17.652350,block_16,0.021797094312747876,constant,0.3799161193813849,4096,adamw,PRUNED
328,0.927219387755102,2026-04-21 18:30:07.557436,2026-04-21 18:31:00.003013,0 days 00:00:52.445577,block_16,0.0052235925740480305,constant,0.19161494904458615,1024,adamw,PRUNED
329,0.9268239795918367,2026-04-21 18:31:00.147381,2026-04-21 18:31:52.462379,0 days 00:00:52.314998,block_16,0.005610410977761877,constant,0.127214624489977,1024,adamw,PRUNED
330,0.9067346938775511,2026-04-21 18:31:52.601701,2026-04-21 18:32:10.203689,0 days 00:00:17.601988,block_16,0.006156141586058994,constant,0.3369877825557368,1024,adamw,PRUNED
331,0.9204081632653061,2026-04-21 18:32:10.360747,2026-04-21 18:32:33.844636,0 days 00:00:23.483889,block_16,0.018350064711194068,constant,0.10258959132319784,1024,adamw,PRUNED
332,0.896122448979592,2026-04-21 18:32:33.996602,2026-04-21 18:32:51.681161,0 days 00:00:17.684559,block_16,0.026061980799115536,constant,0.0634150009555687,1024,adamw,PRUNED
333,0.9102168367346939,2026-04-21 18:32:51.837087,2026-04-21 18:33:12.423630,0 days 00:00:20.586543,block_16,0.011732222364536048,constant,0.1651188015592246,3072,adamw,PRUNED
334,0.926951530612245,2026-04-21 18:33:12.590491,2026-04-21 18:34:04.650105,0 days 00:00:52.059614,block_16,0.0074058239955156055,constant,0.22448489640759497,1024,adamw,PRUNED
335,0.9088392857142856,2026-04-21 18:34:04.797420,2026-04-21 18:34:22.331853,0 days 00:00:17.534433,block_16,0.005354385510825336,constant,0.22204279766725826,1024,adamw,PRUNED
336,0.9054591836734694,2026-04-21 18:34:22.464491,2026-04-21 18:34:40.012717,0 days 00:00:17.548226,block_16,0.03932653715308057,constant,0.20566532647288208,4096,adamw,PRUNED
337,0.9092091836734694,2026-04-21 18:34:40.175091,2026-04-21 18:34:57.627473,0 days 00:00:17.452382,block_16,0.008112684891079682,constant,0.1912234337180755,1024,adamw,PRUNED
338,0.9180102040816327,2026-04-21 18:34:57.777424,2026-04-21 18:35:20.918713,0 days 00:00:23.141289,block_16,0.015048492321929277,constant,0.15018749768614933,2048,adamw,PRUNED
339,0.9270280612244898,2026-04-21 18:35:21.070917,2026-04-21 18:36:13.037720,0 days 00:00:51.966803,block_16,0.008078827343221035,constant,0.15420930698707663,1024,adamw,PRUNED
340,0.9050765306122448,2026-04-21 18:36:13.188046,2026-04-21 18:36:30.694576,0 days 00:00:17.506530,block_16,0.009575928928546059,constant,0.39330443336602244,1024,adamw,PRUNED
341,0.9077933673469387,2026-04-21 18:36:30.837556,2026-04-21 18:36:48.375294,0 days 00:00:17.537738,block_16,0.007206158694842226,constant,0.22892091236427753,1024,adamw,PRUNED
342,0.9072321428571428,2026-04-21 18:36:48.511251,2026-04-21 18:37:06.046730,0 days 00:00:17.535479,block_16,0.030044590782941066,constant,0.3010646197206642,2048,adamw,PRUNED
343,0.914375,2026-04-21 18:37:06.179430,2026-04-21 18:37:29.613716,0 days 00:00:23.434286,block_16,0.030700908141275355,constant,0.28935019574493887,4096,adamw,PRUNED
344,0.9269515306122449,2026-04-21 18:37:29.761751,2026-04-21 18:38:22.427388,0 days 00:00:52.665637,block_16,0.005262800432147655,constant,0.15699050405310339,1024,adamw,PRUNED
345,0.9255612244897959,2026-04-21 18:38:22.568043,2026-04-21 18:38:57.827055,0 days 00:00:35.259012,block_16,0.005573523579175285,constant,0.2179560741865518,1024,adamw,PRUNED
346,0.9000127551020408,2026-04-21 18:38:57.960413,2026-04-21 18:39:15.690303,0 days 00:00:17.729890,block_16,0.034771519303004775,constant,0.2878487679285701,3072,adamw,PRUNED
347,0.9079209183673469,2026-04-21 18:39:15.857613,2026-04-21 18:39:33.607634,0 days 00:00:17.750021,block_16,0.011229928102412577,constant,0.33071927968756987,3072,adamw,PRUNED
348,0.908188775510204,2026-04-21 18:39:33.763662,2026-04-21 18:39:51.452721,0 days 00:00:17.689059,block_16,0.005027982879452733,constant,0.16324450627310164,1024,adamw,PRUNED
349,0.9131760204081633,2026-04-21 18:39:51.600045,2026-04-21 18:40:12.216686,0 days 00:00:20.616641,block_16,0.008133431650810248,constant,0.11202491106243473,3072,adamw,PRUNED
