number,value,datetime_start,datetime_complete,duration,params_clip_layer,params_lr,params_lr_scheduler,params_mlp_dropout,params_mlp_hidden_dim,params_optimizer_type,params_warmup_epochs,state
286,0.8595918367346939,2026-04-21 14:09:21.294447,2026-04-21 14:09:38.894983,0 days 00:00:17.600536,block_12,0.03607011243379356,constant,0.04252031598138696,2048,adamw,,PRUNED
287,0.9043877551020408,2026-04-21 14:09:39.043994,2026-04-21 14:09:56.550827,0 days 00:00:17.506833,block_16,0.02483566134003837,constant,0.3670440145240444,2048,adamw,,PRUNED
288,0.9223469387755102,2026-04-21 14:09:56.705907,2026-04-21 14:10:31.370488,0 days 00:00:34.664581,block_16,0.010412667805452176,constant,0.1561686954559603,2048,adamw,,PRUNED
289,0.9147576530612245,2026-04-21 14:10:31.505000,2026-04-21 14:10:55.016693,0 days 00:00:23.511693,block_16,0.016624782419722844,constant,0.20755851008702078,2048,adamw,,PRUNED
290,0.9149107142857142,2026-04-21 14:10:55.172175,2026-04-21 14:11:21.499012,0 days 00:00:26.326837,block_16,0.012625931554098267,constant,0.26333684593998663,2048,adamw,,PRUNED
291,0.9135841836734694,2026-04-21 14:11:21.648698,2026-04-21 14:11:44.870046,0 days 00:00:23.221348,block_16,0.006389358522764328,constant,0.12346817033682593,2048,adamw,,PRUNED
292,0.817155612244898,2026-04-21 14:11:45.023081,2026-04-21 14:12:02.568790,0 days 00:00:17.545709,pre_proj,0.012075076079384399,constant,0.15477382810962328,1024,adamw,,PRUNED
293,0.8661224489795918,2026-04-21 14:12:02.731471,2026-04-21 14:12:20.240371,0 days 00:00:17.508900,block_12,0.021179396745637777,constant,0.3421838523651981,512,adamw,,PRUNED
294,0.9010841836734694,2026-04-21 14:12:20.385312,2026-04-21 14:12:37.824565,0 days 00:00:17.439253,block_16,0.012736678243281913,cosine_warmup,0.31559925645716774,512,adamw,8.0,PRUNED
295,0.9067091836734694,2026-04-21 14:12:37.981191,2026-04-21 14:12:55.384121,0 days 00:00:17.402930,block_16,0.03782779228986437,constant,0.31030527236740607,2048,adamw,,PRUNED
296,0.8515688775510204,2026-04-21 14:12:55.529799,2026-04-21 14:13:13.038286,0 days 00:00:17.508487,block_20,0.006198697906157388,cosine_warmup,0.1109535808310224,1024,adamw,12.0,PRUNED
297,0.9069005102040817,2026-04-21 14:13:13.198401,2026-04-21 14:13:30.561012,0 days 00:00:17.362611,block_16,0.022568610348083128,constant,0.13725937882388428,512,adamw,,PRUNED
298,0.9159693877551021,2026-04-21 14:13:30.700711,2026-04-21 14:13:56.711421,0 days 00:00:26.010710,block_16,0.011029163675935491,constant,0.19672781149764443,2048,adamw,,PRUNED
299,0.8607397959183674,2026-04-21 14:13:56.841030,2026-04-21 14:14:14.286137,0 days 00:00:17.445107,block_20,0.015913218963002844,cosine_warmup,0.2064259164126257,1024,adamw,6.0,PRUNED
300,0.8,2026-04-21 14:14:14.435632,2026-04-21 14:14:31.940245,0 days 00:00:17.504613,pre_proj,0.022118919073849375,cosine_warmup,0.2723389050953493,512,adamw,10.0,PRUNED
301,0.908533163265306,2026-04-21 14:14:32.083324,2026-04-21 14:14:49.541356,0 days 00:00:17.458032,block_16,0.06228593218070488,constant,0.17172271845475562,1024,adamw,,PRUNED
302,0.9054591836734693,2026-04-21 14:14:49.682514,2026-04-21 14:15:07.171781,0 days 00:00:17.489267,block_16,0.02580663415688585,constant,0.1710550311600294,2048,adamw,,PRUNED
303,0.9056760204081633,2026-04-21 14:15:07.326456,2026-04-21 14:15:24.786488,0 days 00:00:17.460032,block_16,0.008992923306702129,constant,0.2954451775246233,512,adamw,,PRUNED
304,0.8094515306122451,2026-04-21 14:15:24.938493,2026-04-21 14:15:42.459637,0 days 00:00:17.521144,pre_proj,0.03672854812714742,constant,0.1583913958178663,2048,adamw,,PRUNED
305,0.9278571428571429,2026-04-21 14:15:42.620726,2026-04-21 14:16:37.120144,0 days 00:00:54.499418,block_16,0.007472222847234448,constant,0.25757449469314836,2048,adamw,,PRUNED
306,0.9134566326530612,2026-04-21 14:16:37.274325,2026-04-21 14:17:00.379069,0 days 00:00:23.104744,block_16,0.015276241424800439,constant,0.3078915324122793,2048,adamw,,PRUNED
307,0.8723724489795918,2026-04-21 14:17:00.535508,2026-04-21 14:17:17.899841,0 days 00:00:17.364333,block_20,0.022083310279866226,constant,0.22079701107756577,512,adamw,,PRUNED
308,0.9142474489795918,2026-04-21 14:17:18.058735,2026-04-21 14:17:41.152343,0 days 00:00:23.093608,block_16,0.013078266100231458,constant,0.16955626375584598,2048,adamw,,PRUNED
309,0.9265943877551021,2026-04-21 14:17:41.294903,2026-04-21 14:18:32.897675,0 days 00:00:51.602772,block_16,0.0121413609361713,constant,0.09806588220652969,2048,adamw,,PRUNED
310,0.878545918367347,2026-04-21 14:18:33.065229,2026-04-21 14:18:50.478875,0 days 00:00:17.413646,block_20,0.0173928585811258,constant,0.14765662714719885,2048,adamw,,PRUNED
311,0.8754464285714285,2026-04-21 14:18:50.621814,2026-04-21 14:19:07.895951,0 days 00:00:17.274137,block_20,0.03885243594602589,cosine_warmup,0.29842637493147994,2048,adamw,13.0,PRUNED
312,0.8715816326530613,2026-04-21 14:19:08.040462,2026-04-21 14:19:25.397024,0 days 00:00:17.356562,block_20,0.041437619171887353,cosine_warmup,0.21242158850643922,512,adamw,4.0,PRUNED
313,0.8185586734693877,2026-04-21 14:19:25.548337,2026-04-21 14:19:42.957447,0 days 00:00:17.409110,pre_proj,0.023027288704348524,cosine_warmup,0.11278797549956746,2048,adamw,8.0,PRUNED
314,0.9137882653061224,2026-04-21 14:19:43.104460,2026-04-21 14:20:06.160293,0 days 00:00:23.055833,block_16,0.011352344690941416,constant,0.35780958273697594,2048,adamw,,PRUNED
315,0.9152806122448979,2026-04-21 14:20:06.316321,2026-04-21 14:20:29.445739,0 days 00:00:23.129418,block_16,0.007893482417156093,constant,0.30906461922883527,2048,adamw,,PRUNED
316,0.905982142857143,2026-04-21 14:20:29.601486,2026-04-21 14:20:46.949854,0 days 00:00:17.348368,block_16,0.039451595673133395,constant,0.20071207780167125,2048,adamw,,PRUNED
317,0.8348214285714285,2026-04-21 14:20:47.099316,2026-04-21 14:21:04.487544,0 days 00:00:17.388228,block_12,0.0958400351589818,constant,0.1371465348769203,2048,adamw,,PRUNED
318,0.9110714285714285,2026-04-21 14:21:04.646949,2026-04-21 14:21:24.875610,0 days 00:00:20.228661,block_16,0.019671379709968576,constant,0.045317962157308024,2048,adamw,,PRUNED
319,0.8674999999999999,2026-04-21 14:21:25.040794,2026-04-21 14:21:42.509687,0 days 00:00:17.468893,block_20,0.039839468904485136,constant,0.2862619104158947,2048,adamw,,PRUNED
320,0.9154464285714285,2026-04-21 14:21:42.666876,2026-04-21 14:22:05.718590,0 days 00:00:23.051714,block_16,0.00515979525245851,constant,0.17472039828332916,2048,adamw,,PRUNED
321,0.9220025510204082,2026-04-21 14:22:05.856994,2026-04-21 14:22:40.452527,0 days 00:00:34.595533,block_16,0.01074354084548722,constant,0.19326707805208473,2048,adamw,,PRUNED
322,0.9056505102040817,2026-04-21 14:22:40.625046,2026-04-21 14:22:58.086180,0 days 00:00:17.461134,block_16,0.019930256107275557,constant,0.1864641083257923,512,adamw,,PRUNED
323,0.9007525510204082,2026-04-21 14:22:58.245407,2026-04-21 14:23:15.764248,0 days 00:00:17.518841,block_16,0.05622735363951521,constant,0.28587127803033974,1024,adamw,,PRUNED
324,0.9159183673469389,2026-04-21 14:23:15.907692,2026-04-21 14:23:41.979093,0 days 00:00:26.071401,block_16,0.029636247870734947,constant,0.3043428607609702,2048,adamw,,PRUNED
325,0.9137117346938776,2026-04-21 14:23:42.133766,2026-04-21 14:24:05.263047,0 days 00:00:23.129281,block_16,0.022110494737798084,cosine_warmup,0.12993749855874576,2048,adamw,14.0,PRUNED
326,0.8763392857142858,2026-04-21 14:24:05.388029,2026-04-21 14:24:22.890933,0 days 00:00:17.502904,block_20,0.02265691167194517,constant,0.04634812888840617,512,adamw,,PRUNED
327,0.9032142857142856,2026-04-21 14:24:23.043859,2026-04-21 14:24:40.572273,0 days 00:00:17.528414,block_16,0.010276276920782002,cosine_warmup,0.25142436556452435,2048,adamw,11.0,PRUNED
328,0.9018877551020409,2026-04-21 14:24:40.709796,2026-04-21 14:24:58.201155,0 days 00:00:17.491359,block_16,0.012142737579418092,constant,0.23661455394352307,1024,adamw,,PRUNED
329,0.9083673469387755,2026-04-21 14:24:58.368961,2026-04-21 14:25:15.855707,0 days 00:00:17.486746,block_16,0.018578102399085656,constant,0.39846907845355833,2048,adamw,,PRUNED
330,0.9265688775510205,2026-04-21 14:25:15.984307,2026-04-21 14:26:07.986272,0 days 00:00:52.001965,block_16,0.010273602328910874,constant,0.13474543583838006,2048,adamw,,PRUNED
331,0.9321173469387755,2026-04-21 14:26:08.133708,2026-04-21 14:27:21.559103,0 days 00:01:13.425395,block_16,0.01589407745099209,constant,0.23666444136026313,2048,adamw,,COMPLETE
332,0.9178698979591837,2026-04-21 14:27:21.692621,2026-04-21 14:27:47.752001,0 days 00:00:26.059380,block_16,0.021081105089049007,constant,0.284347616150378,2048,adamw,,PRUNED
333,0.914655612244898,2026-04-21 14:27:47.894632,2026-04-21 14:28:11.093935,0 days 00:00:23.199303,block_16,0.017389386072634537,constant,0.2425687520154756,2048,adamw,,PRUNED
334,0.8676658163265306,2026-04-21 14:28:11.257139,2026-04-21 14:28:28.643046,0 days 00:00:17.385907,block_12,0.08544037583950792,cosine_warmup,0.14170332285236673,2048,adamw,6.0,PRUNED
335,0.9075,2026-04-21 14:28:28.767512,2026-04-21 14:28:46.093437,0 days 00:00:17.325925,block_16,0.020251519316740397,constant,0.21985800391129276,2048,adamw,,PRUNED
336,0.8994897959183674,2026-04-21 14:28:46.231994,2026-04-21 14:29:03.577911,0 days 00:00:17.345917,block_16,0.07281740795453016,constant,0.027375484209074513,1024,adamw,,PRUNED
337,0.8715561224489795,2026-04-21 14:29:03.733848,2026-04-21 14:29:21.155085,0 days 00:00:17.421237,block_12,0.03151318388150874,constant,0.17108707634678327,512,adamw,,PRUNED
338,0.8167474489795918,2026-04-21 14:29:21.298824,2026-04-21 14:29:38.732214,0 days 00:00:17.433390,pre_proj,0.014867885311309502,constant,0.13256783035537237,2048,adamw,,PRUNED
339,0.9063647959183675,2026-04-21 14:29:38.893048,2026-04-21 14:29:56.230508,0 days 00:00:17.337460,block_16,0.02362732881306618,constant,0.12941320917183063,2048,adamw,,PRUNED
340,0.9039158163265306,2026-04-21 14:29:56.385497,2026-04-21 14:30:13.609532,0 days 00:00:17.224035,block_16,0.06805848781514923,constant,0.33366726302439026,2048,adamw,,PRUNED
341,0.9160331632653063,2026-04-21 14:30:13.734489,2026-04-21 14:30:39.465363,0 days 00:00:25.730874,block_16,0.01156554116016283,constant,0.22289772368582852,2048,adamw,,PRUNED
342,0.9099999999999999,2026-04-21 14:30:39.590294,2026-04-21 14:30:56.892994,0 days 00:00:17.302700,block_16,0.05235462391791133,constant,0.15370206741910522,1024,adamw,,PRUNED
343,0.9140688775510204,2026-04-21 14:30:57.030774,2026-04-21 14:31:20.036830,0 days 00:00:23.006056,block_16,0.009148048174521332,constant,0.20406595412030162,2048,adamw,,PRUNED
344,0.9161607142857142,2026-04-21 14:31:20.172844,2026-04-21 14:31:45.904286,0 days 00:00:25.731442,block_16,0.013697528280042125,constant,0.18256086643697123,2048,adamw,,PRUNED
345,0.9063137755102041,2026-04-21 14:31:46.065840,2026-04-21 14:32:03.268442,0 days 00:00:17.202602,block_16,0.020587488756141956,constant,0.3421686331449915,512,adamw,,PRUNED
346,0.8013265306122449,2026-04-21 14:32:03.421901,2026-04-21 14:32:20.695457,0 days 00:00:17.273556,pre_proj,0.00819786684239459,cosine_warmup,0.38936654998195747,1024,adamw,8.0,PRUNED
347,0.9265178571428572,2026-04-21 14:32:20.831502,2026-04-21 14:33:12.278420,0 days 00:00:51.446918,block_16,0.014819021239219769,constant,0.25313295375581363,2048,adamw,,PRUNED
348,0.8538010204081632,2026-04-21 14:33:12.424909,2026-04-21 14:33:29.807359,0 days 00:00:17.382450,block_12,0.038723550567930295,constant,0.29420952480924634,2048,adamw,,PRUNED
349,0.9274617346938775,2026-04-21 14:33:29.952131,2026-04-21 14:34:23.865147,0 days 00:00:53.913016,block_16,0.00823661255902567,constant,0.11277046872537325,2048,adamw,,PRUNED
350,0.9082525510204082,2026-04-21 14:34:24.025998,2026-04-21 14:34:41.362721,0 days 00:00:17.336723,block_16,0.017394977909278547,constant,0.3562087932206373,1024,adamw,,PRUNED
351,0.8851658163265306,2026-04-21 14:34:41.522076,2026-04-21 14:34:59.032781,0 days 00:00:17.510705,block_16,0.05473304954216101,cosine_warmup,0.37393947891264323,2048,adamw,10.0,PRUNED
352,0.9106122448979592,2026-04-21 14:34:59.173074,2026-04-21 14:35:19.373276,0 days 00:00:20.200202,block_16,0.03499577897308637,constant,0.23986113422706784,2048,adamw,,PRUNED
353,0.8785969387755102,2026-04-21 14:35:19.532160,2026-04-21 14:35:36.907750,0 days 00:00:17.375590,block_12,0.0264282467922108,constant,0.1563842411284359,2048,adamw,,PRUNED
354,0.9099617346938775,2026-04-21 14:35:37.049313,2026-04-21 14:35:54.404831,0 days 00:00:17.355518,block_16,0.02103716239761788,constant,0.13764495236194055,2048,adamw,,PRUNED
355,0.9168239795918367,2026-04-21 14:35:54.561953,2026-04-21 14:36:20.450480,0 days 00:00:25.888527,block_16,0.010373996740709577,constant,0.17050049863614328,2048,adamw,,PRUNED
356,0.8901913265306123,2026-04-21 14:36:20.618354,2026-04-21 14:36:38.093861,0 days 00:00:17.475507,block_16,0.021980843432999667,cosine_warmup,0.2064792286579815,512,adamw,4.0,PRUNED
357,0.9087244897959184,2026-04-21 14:36:38.219932,2026-04-21 14:36:55.784560,0 days 00:00:17.564628,block_16,0.02294587357970611,constant,0.32779366320886505,2048,adamw,,PRUNED
358,0.9027933673469388,2026-04-21 14:36:55.914658,2026-04-21 14:37:13.239596,0 days 00:00:17.324938,block_16,0.021104638311848296,cosine_warmup,0.2948631774490316,2048,adamw,14.0,PRUNED
359,0.8957780612244898,2026-04-21 14:37:13.397823,2026-04-21 14:37:30.889849,0 days 00:00:17.492026,block_16,0.0064598179561683716,cosine_warmup,0.020104790481753315,512,adamw,7.0,PRUNED
360,0.877563775510204,2026-04-21 14:37:31.062755,2026-04-21 14:37:48.667727,0 days 00:00:17.604972,block_12,0.013634697415478151,constant,0.09665898496534439,1024,adamw,,PRUNED
361,0.918329081632653,2026-04-21 14:37:48.828394,2026-04-21 14:38:14.633240,0 days 00:00:25.804846,block_16,0.010415817267817156,constant,0.30180728234466325,2048,adamw,,PRUNED
362,0.7951530612244898,2026-04-21 14:38:14.794850,2026-04-21 14:38:32.158967,0 days 00:00:17.364117,pre_proj,0.005168565352875454,cosine_warmup,0.07053975953974964,1024,adamw,12.0,PRUNED
363,0.9141198979591837,2026-04-21 14:38:32.297870,2026-04-21 14:38:55.327768,0 days 00:00:23.029898,block_16,0.008831141981381973,constant,0.1656859032689706,2048,adamw,,PRUNED
364,0.9061607142857143,2026-04-21 14:38:55.464945,2026-04-21 14:39:12.816284,0 days 00:00:17.351339,block_16,0.03424560647888612,constant,0.20993902939976083,512,adamw,,PRUNED
365,0.9076913265306122,2026-04-21 14:39:12.949842,2026-04-21 14:39:30.313009,0 days 00:00:17.363167,block_16,0.021120189273297754,constant,0.19952412018302232,2048,adamw,,PRUNED
366,0.9075892857142858,2026-04-21 14:39:30.451885,2026-04-21 14:39:47.850074,0 days 00:00:17.398189,block_16,0.01717603563598178,constant,0.3171969128113143,2048,adamw,,PRUNED
367,0.9138647959183673,2026-04-21 14:39:48.011521,2026-04-21 14:40:11.176360,0 days 00:00:23.164839,block_16,0.008590442159156214,constant,0.18472308814175403,2048,adamw,,PRUNED
368,0.8836096938775511,2026-04-21 14:40:11.338413,2026-04-21 14:40:28.688451,0 days 00:00:17.350038,block_12,0.010638505082667641,constant,0.23887634155081697,1024,adamw,,PRUNED
369,0.9070153061224491,2026-04-21 14:40:28.826882,2026-04-21 14:40:46.262659,0 days 00:00:17.435777,block_16,0.02853375243548819,constant,0.31279535895572186,2048,adamw,,PRUNED
370,0.8814158163265307,2026-04-21 14:40:46.417465,2026-04-21 14:41:03.777531,0 days 00:00:17.360066,block_20,0.010982648257687985,constant,0.2813837669827138,2048,adamw,,PRUNED
371,0.881517857142857,2026-04-21 14:41:03.921536,2026-04-21 14:41:21.317685,0 days 00:00:17.396149,block_20,0.011320421692547107,constant,0.1943191098584877,2048,adamw,,PRUNED
372,0.9123469387755103,2026-04-21 14:41:21.471761,2026-04-21 14:41:44.477649,0 days 00:00:23.005888,block_16,0.009582188014762974,constant,0.2698901931537204,2048,adamw,,PRUNED
373,0.8955994897959183,2026-04-21 14:41:44.619197,2026-04-21 14:42:02.100917,0 days 00:00:17.481720,block_16,0.011030910914581757,cosine_warmup,0.027143521210889504,1024,adamw,9.0,PRUNED
374,0.8217219387755103,2026-04-21 14:42:02.234751,2026-04-21 14:42:19.651194,0 days 00:00:17.416443,pre_proj,0.005585344786734271,constant,0.06771798851847188,2048,adamw,,PRUNED
375,0.9185841836734694,2026-04-21 14:42:19.814668,2026-04-21 14:42:45.698674,0 days 00:00:25.884006,block_16,0.016793633826949563,constant,0.11301632307795138,2048,adamw,,PRUNED
376,0.9054591836734693,2026-04-21 14:42:45.851800,2026-04-21 14:43:03.151940,0 days 00:00:17.300140,block_16,0.03496862851038983,constant,0.15184113955067263,1024,adamw,,PRUNED
377,0.9258545918367347,2026-04-21 14:43:03.285790,2026-04-21 14:43:54.965614,0 days 00:00:51.679824,block_16,0.01641604592430216,constant,0.18350081386064554,2048,adamw,,PRUNED
378,0.8603316326530613,2026-04-21 14:43:55.107263,2026-04-21 14:44:12.500102,0 days 00:00:17.392839,block_20,0.008371202333739343,cosine_warmup,0.29415165995847325,512,adamw,6.0,PRUNED
379,0.889298469387755,2026-04-21 14:44:12.644668,2026-04-21 14:44:29.983970,0 days 00:00:17.339302,block_12,0.011537492668485003,constant,0.2163983411170603,2048,adamw,,PRUNED
380,0.811875,2026-04-21 14:44:30.139942,2026-04-21 14:44:47.541428,0 days 00:00:17.401486,pre_proj,0.0364975194456847,constant,0.07644907424153813,1024,adamw,,PRUNED
381,0.9084311224489796,2026-04-21 14:44:47.685588,2026-04-21 14:45:05.109429,0 days 00:00:17.423841,block_16,0.00708973963020266,constant,0.18278367700698722,1024,adamw,,PRUNED
382,0.9046811224489796,2026-04-21 14:45:05.235339,2026-04-21 14:45:22.592688,0 days 00:00:17.357349,block_16,0.03758592485262417,constant,0.15944315303673912,2048,adamw,,PRUNED
383,0.9171938775510204,2026-04-21 14:45:22.738261,2026-04-21 14:45:48.908068,0 days 00:00:26.169807,block_16,0.013393680643084275,constant,0.385703069859748,2048,adamw,,PRUNED
384,0.9002551020408164,2026-04-21 14:45:49.053783,2026-04-21 14:46:06.499472,0 days 00:00:17.445689,block_16,0.08373133430289048,constant,0.12815482686635168,2048,adamw,,PRUNED
385,0.9145025510204081,2026-04-21 14:46:06.651673,2026-04-21 14:46:29.728067,0 days 00:00:23.076394,block_16,0.008746649222747156,constant,0.2216527097612277,2048,adamw,,PRUNED
386,0.8644515306122449,2026-04-21 14:46:29.885784,2026-04-21 14:46:47.252969,0 days 00:00:17.367185,block_12,0.09276490025896657,constant,0.03236162136716576,1024,adamw,,PRUNED
387,0.9071938775510203,2026-04-21 14:46:47.407493,2026-04-21 14:47:04.785828,0 days 00:00:17.378335,block_16,0.030745961595664,constant,0.2638182150627729,2048,adamw,,PRUNED
388,0.9140943877551021,2026-04-21 14:47:04.934250,2026-04-21 14:47:27.973961,0 days 00:00:23.039711,block_16,0.009822747737166784,constant,0.1377191852822932,2048,adamw,,PRUNED
389,0.8709438775510204,2026-04-21 14:47:28.115172,2026-04-21 14:47:45.503755,0 days 00:00:17.388583,block_20,0.005113804612629843,constant,0.31047849144127826,1024,adamw,,PRUNED
390,0.8778698979591837,2026-04-21 14:47:45.641253,2026-04-21 14:48:03.069458,0 days 00:00:17.428205,block_16,0.03984794905080902,constant,0.23948399846912347,1024,adamw,,PRUNED
391,0.8117091836734693,2026-04-21 14:48:03.223116,2026-04-21 14:48:20.704583,0 days 00:00:17.481467,pre_proj,0.027128675234337825,cosine_warmup,0.3125090940545239,1024,adamw,11.0,PRUNED
392,0.9155229591836735,2026-04-21 14:48:20.835121,2026-04-21 14:48:43.855901,0 days 00:00:23.020780,block_16,0.014327921701866534,constant,0.25468069694051143,2048,adamw,,PRUNED
393,0.9073852040816326,2026-04-21 14:48:44.000952,2026-04-21 14:49:04.074197,0 days 00:00:20.073245,block_16,0.011973634772834944,constant,0.13092580522793287,512,adamw,,PRUNED
394,0.8549107142857142,2026-04-21 14:49:04.210316,2026-04-21 14:49:21.613078,0 days 00:00:17.402762,block_20,0.0050754200599379806,cosine_warmup,0.15690253517855537,512,adamw,9.0,PRUNED
395,0.8282908163265307,2026-04-21 14:49:21.767252,2026-04-21 14:49:39.119921,0 days 00:00:17.352669,block_12,0.0701373005000671,constant,0.35277648771649917,512,adamw,,PRUNED
396,0.9173852040816327,2026-04-21 14:49:39.275281,2026-04-21 14:50:05.218039,0 days 00:00:25.942758,block_16,0.015141290142717532,constant,0.10669360745912723,2048,adamw,,PRUNED
397,0.9149107142857144,2026-04-21 14:50:05.377962,2026-04-21 14:50:28.491245,0 days 00:00:23.113283,block_16,0.007387287003742907,constant,0.15621479568011007,2048,adamw,,PRUNED
398,0.9172448979591837,2026-04-21 14:50:28.624045,2026-04-21 14:50:54.470125,0 days 00:00:25.846080,block_16,0.03718334081051981,constant,0.32334659441096814,2048,adamw,,PRUNED
399,0.9172321428571428,2026-04-21 14:50:54.615981,2026-04-21 14:51:20.549772,0 days 00:00:25.933791,block_16,0.017601858827985133,constant,0.2353171136532879,2048,adamw,,PRUNED
400,0.9078443877551021,2026-04-21 14:51:20.703152,2026-04-21 14:51:38.005549,0 days 00:00:17.302397,block_16,0.012076894560765146,cosine_warmup,0.17275681967642442,2048,adamw,4.0,PRUNED
401,0.9114285714285715,2026-04-21 14:51:38.143991,2026-04-21 14:52:01.126472,0 days 00:00:22.982481,block_16,0.03237320222498984,constant,0.39363169773397555,2048,adamw,,PRUNED
402,0.8983290816326529,2026-04-21 14:52:01.280604,2026-04-21 14:52:18.633984,0 days 00:00:17.353380,block_16,0.05843535548991698,constant,0.19951479167366082,1024,adamw,,PRUNED
403,0.8656632653061224,2026-04-21 14:52:18.771462,2026-04-21 14:52:36.222666,0 days 00:00:17.451204,block_20,0.0053835334965958576,cosine_warmup,0.07560534165796778,2048,adamw,13.0,PRUNED
404,0.9095918367346939,2026-04-21 14:52:36.394446,2026-04-21 14:52:53.975777,0 days 00:00:17.581331,block_16,0.012138743282491165,constant,0.19693684289658983,512,adamw,,PRUNED
405,0.9299489795918368,2026-04-21 14:52:54.135662,2026-04-21 14:54:07.153383,0 days 00:01:13.017721,block_16,0.010269239736282949,constant,0.22226741029978375,2048,adamw,,COMPLETE
406,0.9181250000000001,2026-04-21 14:54:07.310857,2026-04-21 14:54:33.324972,0 days 00:00:26.014115,block_16,0.011777627852291191,constant,0.26521236065498976,2048,adamw,,PRUNED
407,0.9291454081632653,2026-04-21 14:54:33.480591,2026-04-21 14:55:46.888689,0 days 00:01:13.408098,block_16,0.009789734770845503,constant,0.21716184429825047,2048,adamw,,COMPLETE
408,0.9150255102040816,2026-04-21 14:55:47.056621,2026-04-21 14:56:10.021528,0 days 00:00:22.964907,block_16,0.008157938811977853,constant,0.22748265104311852,2048,adamw,,PRUNED
409,0.9185331632653061,2026-04-21 14:56:10.169653,2026-04-21 14:56:35.920061,0 days 00:00:25.750408,block_16,0.008988479767498316,constant,0.2126642008003222,2048,adamw,,PRUNED
410,0.9142602040816327,2026-04-21 14:56:36.080295,2026-04-21 14:56:59.058435,0 days 00:00:22.978140,block_16,0.010595091690997748,constant,0.24042922119997823,2048,adamw,,PRUNED
411,0.8196556122448979,2026-04-21 14:56:59.209140,2026-04-21 14:57:16.622260,0 days 00:00:17.413120,pre_proj,0.007141809029249483,constant,0.12137623203291872,512,adamw,,PRUNED
412,0.913545918367347,2026-04-21 14:57:16.772421,2026-04-21 14:57:39.797249,0 days 00:00:23.024828,block_16,0.005671299969954201,constant,0.23654531161077902,2048,adamw,,PRUNED
413,0.8195918367346938,2026-04-21 14:57:39.962953,2026-04-21 14:57:57.356949,0 days 00:00:17.393996,pre_proj,0.005454038637967568,constant,0.2414820018639928,512,adamw,,PRUNED
414,0.8999617346938775,2026-04-21 14:57:57.502926,2026-04-21 14:58:14.852712,0 days 00:00:17.349786,block_16,0.06688556858834001,cosine_warmup,0.3249483693737572,512,adamw,7.0,PRUNED
415,0.8725382653061224,2026-04-21 14:58:15.008259,2026-04-21 14:58:32.294495,0 days 00:00:17.286236,block_20,0.03265686026686528,constant,0.23793596827590072,1024,adamw,,PRUNED
416,0.8188265306122449,2026-04-21 14:58:32.434003,2026-04-21 14:58:49.838994,0 days 00:00:17.404991,pre_proj,0.021030779806743977,constant,0.2376735917612971,2048,adamw,,PRUNED
417,0.9107397959183674,2026-04-21 14:58:50.003868,2026-04-21 14:59:07.315926,0 days 00:00:17.312058,block_16,0.015734222236231863,constant,0.2233257606239966,2048,adamw,,PRUNED
418,0.8283545918367348,2026-04-21 14:59:07.469171,2026-04-21 14:59:24.835814,0 days 00:00:17.366643,pre_proj,0.008735621603667393,constant,0.3528849927128993,2048,adamw,,PRUNED
419,0.9155867346938775,2026-04-21 14:59:24.981125,2026-04-21 14:59:47.902016,0 days 00:00:22.920891,block_16,0.01612912073670896,constant,0.34142413747454875,2048,adamw,,PRUNED
420,0.9173341836734694,2026-04-21 14:59:48.053594,2026-04-21 15:00:14.007731,0 days 00:00:25.954137,block_16,0.012183430109214466,constant,0.28962452036165054,2048,adamw,,PRUNED
421,0.9155994897959184,2026-04-21 15:00:14.162672,2026-04-21 15:00:37.089367,0 days 00:00:22.926695,block_16,0.01378129233772188,constant,0.18290957382231934,2048,adamw,,PRUNED
422,0.9034183673469388,2026-04-21 15:00:37.232623,2026-04-21 15:00:54.553173,0 days 00:00:17.320550,block_16,0.03374984889239579,constant,0.2405373667271207,2048,adamw,,PRUNED
423,0.9050255102040817,2026-04-21 15:00:54.678530,2026-04-21 15:01:11.985188,0 days 00:00:17.306658,block_16,0.025934599044839253,constant,0.24862874045506322,512,adamw,,PRUNED
424,0.9222576530612245,2026-04-21 15:01:12.145321,2026-04-21 15:01:52.071869,0 days 00:00:39.926548,block_16,0.043423468786037055,constant,0.06768836439919138,1024,adamw,,PRUNED
425,0.9220280612244898,2026-04-21 15:01:52.228406,2026-04-21 15:02:26.571812,0 days 00:00:34.343406,block_16,0.007483725299171517,constant,0.2490205049053902,2048,adamw,,PRUNED
426,0.9085586734693878,2026-04-21 15:02:26.712163,2026-04-21 15:02:43.901245,0 days 00:00:17.189082,block_16,0.023435510301465068,constant,0.25799184408265496,2048,adamw,,PRUNED
427,0.9140688775510204,2026-04-21 15:02:44.026404,2026-04-21 15:03:06.920427,0 days 00:00:22.894023,block_16,0.013413297816223078,constant,0.22981609439133927,2048,adamw,,PRUNED
428,0.9259183673469388,2026-04-21 15:03:07.058523,2026-04-21 15:04:00.300751,0 days 00:00:53.242228,block_16,0.010851355242023832,constant,0.20045275659250283,2048,adamw,,PRUNED
429,0.9158928571428572,2026-04-21 15:04:00.458109,2026-04-21 15:04:23.255985,0 days 00:00:22.797876,block_16,0.010247479987976194,constant,0.30092323475622185,2048,adamw,,PRUNED
