number,value,datetime_start,datetime_complete,duration,params_attn_dropout,params_dim_feedforward,params_lr,params_lr_scheduler,params_mlp_dropout,params_mlp_hidden_dim,params_n_heads,params_num_layers,params_optimizer_type,params_warmup_epochs,params_weight_decay,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,state
200,0.793686224489796,2026-04-20 20:47:14.492487,2026-04-20 20:47:20.681017,0 days 00:00:06.188530,0.08517481896592942,1024,0.0019082149407615397,cosine_warmup,0.2791771303787952,1024,16,8,adamw,6.0,6.394555450729347e-05,0.793686224489796,,,,PRUNED
201,0.9310076530612245,2026-04-20 20:47:20.833038,2026-04-20 20:47:49.703898,0 days 00:00:28.870860,0.24159931673180923,1024,5.927952959833782e-05,cosine_warmup,0.36196346791339296,1024,16,4,adam,6.0,2.0414639311114276e-06,0.9310076530612245,,,,PRUNED
202,0.898329081632653,2026-04-20 20:47:49.856924,2026-04-20 20:48:05.022193,0 days 00:00:15.165269,0.10686053104625115,2048,0.00011109594379619688,cosine,0.41966600729914927,128,4,11,adam,,4.764298823223033e-05,0.8335969387755102,0.898329081632653,,,PRUNED
203,0.795765306122449,2026-04-20 20:48:05.198583,2026-04-20 20:48:13.756535,0 days 00:00:08.557952,0.12700563923626526,4096,5.896981848679984e-05,constant,0.19826661174414756,128,8,8,adam,,1.740591593324557e-05,0.795765306122449,,,,PRUNED
204,0.742359693877551,2026-04-20 20:48:13.937307,2026-04-20 20:48:22.206453,0 days 00:00:08.269146,0.26737753138893633,2048,0.00040597528607414505,cosine,0.4862462397522013,256,8,12,adam,,2.4174727170633117e-06,0.742359693877551,,,,PRUNED
205,0.9282397959183672,2026-04-20 20:48:22.370143,2026-04-20 20:49:01.540388,0 days 00:00:39.170245,0.07604901603274938,2048,1.9526468907354957e-05,constant,0.2913866601522274,512,8,12,adam,,0.00046445626880953385,0.899591836734694,0.9282397959183672,,,PRUNED
206,0.9453954081632652,2026-04-20 20:49:01.706022,2026-04-20 20:50:31.609612,0 days 00:01:29.903590,0.18659333910767673,1024,0.001213040439665991,constant,0.16665899735985007,1024,8,12,adam,,0.0002751831452000899,0.9453954081632652,,,,PRUNED
207,0.5,2026-04-20 20:50:31.750959,2026-04-20 20:51:00.242557,0 days 00:00:28.491598,0.10731889647770979,1024,0.0053660894462807,cosine_warmup,0.2883329539311695,1024,16,6,adam,7.0,6.049415133517416e-06,0.5,,,,PRUNED
208,0.8233163265306124,2026-04-20 20:51:00.374124,2026-04-20 20:51:12.071821,0 days 00:00:11.697697,0.15732325752169454,1024,8.491706710004617e-05,cosine_warmup,0.4615523264302059,256,4,6,adam,8.0,0.007478001466377881,0.8233163265306124,,,,PRUNED
209,0.8395408163265305,2026-04-20 20:51:12.215320,2026-04-20 20:51:26.993311,0 days 00:00:14.777991,0.11299935199973248,2048,5.798392133867969e-05,cosine_warmup,0.16323695978247862,128,8,11,adamw,5.0,0.0008156589753433672,0.8395408163265305,,,,PRUNED
210,0.9302168367346938,2026-04-20 20:51:27.160968,2026-04-20 20:51:55.752221,0 days 00:00:28.591253,0.32953495485337364,1024,0.0006443242294073792,cosine_warmup,0.3799130263912377,1024,4,4,adamw,7.0,0.0037175951070490335,0.8356250000000001,0.9131887755102042,0.9302168367346938,,PRUNED
211,0.6089285714285715,2026-04-20 20:51:55.884091,2026-04-20 20:52:03.610119,0 days 00:00:07.726028,0.0074721667604798064,2048,4.990492103959236e-05,cosine_warmup,0.45380175281694,512,4,11,adam,9.0,0.0010369078809247618,0.6089285714285715,,,,PRUNED
212,0.695076530612245,2026-04-20 20:52:03.776569,2026-04-20 20:52:09.741889,0 days 00:00:05.965320,0.3463799836212522,1024,0.0002047331638451942,cosine_warmup,0.29213490356002847,256,4,5,adam,4.0,0.007635967900661258,0.695076530612245,,,,PRUNED
213,0.9380994897959184,2026-04-20 20:52:09.883272,2026-04-20 20:52:39.892957,0 days 00:00:30.009685,0.2864718800445128,4096,7.298359904796342e-05,cosine,0.2943889458012767,1024,4,5,adam,,0.000762104883494395,0.878048469387755,0.9155357142857142,0.9380994897959184,,PRUNED
214,0.9274234693877551,2026-04-20 20:52:40.035025,2026-04-20 20:53:22.819084,0 days 00:00:42.784059,0.25039269882133036,4096,4.479957854182753e-05,cosine_warmup,0.24884080009305307,1024,4,9,adam,4.0,0.009046582024914401,0.8928061224489796,0.9274234693877551,,,PRUNED
215,0.6614923469387755,2026-04-20 20:53:22.983204,2026-04-20 20:53:29.021458,0 days 00:00:06.038254,0.36020707053952083,4096,4.1333512502086585e-05,cosine_warmup,0.24965705122401177,1024,4,4,adam,4.0,0.0006714330832347148,0.6614923469387755,,,,PRUNED
216,0.9469642857142857,2026-04-20 20:53:29.165260,2026-04-20 20:54:47.790075,0 days 00:01:18.624815,0.2741345341837582,1024,0.0005478274792913858,constant,0.4154274313300067,1024,16,7,adam,,4.1873276469922705e-06,0.9124617346938776,0.9363775510204081,0.9469642857142857,,PRUNED
217,0.8552295918367346,2026-04-20 20:54:47.934366,2026-04-20 20:54:59.775425,0 days 00:00:11.841059,0.0690157851074444,1024,0.00041244721588791,cosine,0.43889785021236327,128,16,8,adam,,0.0004270464397866597,0.8552295918367346,,,,PRUNED
218,0.9344005102040817,2026-04-20 20:54:59.914877,2026-04-20 20:55:28.684350,0 days 00:00:28.769473,0.12677716747832793,1024,0.0008588695250650951,cosine_warmup,0.4081773366534263,1024,16,6,adam,7.0,1.212595054125197e-06,0.8558035714285714,0.9122321428571428,0.9344005102040817,,PRUNED
219,0.710561224489796,2026-04-20 20:55:28.814677,2026-04-20 20:55:34.780974,0 days 00:00:05.966297,0.3026204629066228,1024,0.0005898166287073052,constant,0.42095718422496503,1024,16,7,adam,,3.25634777605731e-05,0.710561224489796,,,,PRUNED
220,0.9337372448979592,2026-04-20 20:55:34.926758,2026-04-20 20:56:03.332378,0 days 00:00:28.405620,0.3932826915860226,1024,0.00033972124802182646,cosine,0.5017518341788005,1024,16,7,adam,,1.4407559759644797e-06,0.855140306122449,0.9130229591836735,0.9337372448979592,,PRUNED
221,0.8250255102040817,2026-04-20 20:56:03.470583,2026-04-20 20:56:10.225277,0 days 00:00:06.754694,0.23042380897267642,1024,0.0002563867520395387,constant,0.1778137511724014,128,8,12,adamw,,1.2377064725447765e-05,0.8250255102040817,,,,PRUNED
222,0.8991581632653061,2026-04-20 20:56:10.368572,2026-04-20 20:56:23.727050,0 days 00:00:13.358478,0.2595162844422682,3072,1.9849276890301563e-05,constant,0.13883527945964014,128,4,7,adam,,2.676884723743025e-06,0.8576147959183673,0.8991581632653061,,,PRUNED
223,0.8124234693877551,2026-04-20 20:56:23.883510,2026-04-20 20:56:31.903468,0 days 00:00:08.019958,0.1585700596295356,3072,9.540097394186867e-05,cosine_warmup,0.12510088272960543,128,4,9,adam,3.0,9.797042595103567e-05,0.8124234693877551,,,,PRUNED
224,0.5601913265306122,2026-04-20 20:56:32.064539,2026-04-20 20:56:38.314218,0 days 00:00:06.249679,0.09543622981909156,1024,0.001318973995928643,cosine,0.42286970436931154,128,4,10,adam,,0.00024442963644161485,0.5601913265306122,,,,PRUNED
225,0.9294897959183673,2026-04-20 20:56:38.456971,2026-04-20 20:57:07.014336,0 days 00:00:28.557365,0.007765334283901337,1024,2.6782437139713037e-05,cosine_warmup,0.299550579990012,256,8,8,adamw,4.0,0.0005399415486344925,0.9294897959183673,,,,PRUNED
226,0.7967219387755101,2026-04-20 20:57:07.149556,2026-04-20 20:57:15.694533,0 days 00:00:08.544977,0.2359787086925954,4096,0.0009117742985525486,cosine_warmup,0.5043555414622963,1024,16,8,adam,3.0,2.912390240701834e-06,0.7967219387755101,,,,PRUNED
227,0.6355165816326531,2026-04-20 20:57:15.851692,2026-04-20 20:57:21.864729,0 days 00:00:06.013037,0.2500339369577605,1024,0.001525138218261643,constant,0.4686165745212256,128,16,6,adam,,4.077383745882083e-06,0.6355165816326531,,,,PRUNED
228,0.671313775510204,2026-04-20 20:57:21.994263,2026-04-20 20:57:28.133588,0 days 00:00:06.139325,0.2713539099225045,1024,0.0003949851916274954,cosine_warmup,0.34942903710379397,128,4,8,adam,5.0,0.009117803563593686,0.671313775510204,,,,PRUNED
229,0.9447959183673469,2026-04-20 20:57:28.276350,2026-04-20 20:59:09.566132,0 days 00:01:41.289782,0.4409551461017826,4096,0.0003083418143373076,cosine_warmup,0.21635932095210064,1024,4,7,adam,6.0,0.005295738786409636,0.9018367346938776,0.9366964285714285,0.9447959183673469,,PRUNED
230,0.629234693877551,2026-04-20 20:59:09.720823,2026-04-20 20:59:16.969655,0 days 00:00:07.248832,0.022327899941298725,2048,3.104820916515456e-05,cosine_warmup,0.31006577474878705,256,4,10,adam,8.0,0.00514771611986644,0.629234693877551,,,,PRUNED
231,0.9401658163265307,2026-04-20 20:59:17.118820,2026-04-20 21:00:36.549438,0 days 00:01:19.430618,0.15526522554140285,1024,0.00022064828118855326,cosine_warmup,0.5034586651440399,256,16,6,adam,3.0,7.387995182863171e-06,0.9401658163265307,,,,PRUNED
232,0.946109693877551,2026-04-20 21:00:36.683650,2026-04-20 21:01:54.599237,0 days 00:01:17.915587,0.033449552530302726,2048,0.00011698396244050022,cosine_warmup,0.4268429282350537,1024,4,4,adam,3.0,4.07579210444302e-05,0.9361479591836734,0.946109693877551,,,PRUNED
233,0.7285586734693877,2026-04-20 21:01:54.729805,2026-04-20 21:02:00.644207,0 days 00:00:05.914402,0.06639366773504783,2048,0.0001877387449515301,cosine_warmup,0.3343762253533406,1024,4,3,adam,3.0,0.000639278368460174,0.7285586734693877,,,,PRUNED
234,0.8259948979591837,2026-04-20 21:02:00.772742,2026-04-20 21:02:16.273520,0 days 00:00:15.500778,0.0027378048654015733,2048,2.5305079858066675e-05,cosine_warmup,0.21118586545649648,512,8,12,adamw,4.0,0.005616124602454498,0.8259948979591837,,,,PRUNED
235,0.9315433673469389,2026-04-20 21:02:16.422564,2026-04-20 21:02:55.946193,0 days 00:00:39.523629,0.25107674907271826,4096,0.00034155263320250433,cosine_warmup,0.4688757891992935,1024,4,8,adam,3.0,0.0008694237269923688,0.9059821428571428,0.9315433673469389,,,PRUNED
236,0.9022193877551021,2026-04-20 21:02:56.106042,2026-04-20 21:03:12.090087,0 days 00:00:15.984045,0.0714999532841982,2048,9.19499630368495e-05,cosine,0.4427599621238716,256,16,12,adam,,2.994490349054137e-05,0.8333545918367347,0.9022193877551021,,,PRUNED
237,0.9351020408163265,2026-04-20 21:03:12.244128,2026-04-20 21:03:40.220166,0 days 00:00:27.976038,0.2612898592862079,1024,0.000322462490081708,constant,0.40820326147094155,1024,16,2,adam,,1.1431400357182553e-06,0.8650765306122449,0.9206505102040816,0.9351020408163265,,PRUNED
238,0.7591581632653063,2026-04-20 21:03:40.359255,2026-04-20 21:03:51.852700,0 days 00:00:11.493445,0.371402031993478,1024,0.0008835333364356461,cosine,0.11447972833682746,256,4,7,adam,,0.006825201093771672,0.7591581632653063,,,,PRUNED
239,0.7820790816326532,2026-04-20 21:03:51.985723,2026-04-20 21:03:58.244121,0 days 00:00:06.258398,0.21347541745016513,2048,0.0005587590706973159,constant,0.42487834681282216,1024,16,6,adam,,1.4710943355210289e-06,0.7820790816326532,,,,PRUNED
240,0.6117984693877551,2026-04-20 21:03:58.387131,2026-04-20 21:04:06.064606,0 days 00:00:07.677475,0.04527355471821516,2048,1.993108896742177e-05,cosine_warmup,0.3677918962172678,512,8,11,adam,4.0,0.0023929466864642444,0.6117984693877551,,,,PRUNED
241,0.9434821428571428,2026-04-20 21:04:06.209224,2026-04-20 21:05:25.908459,0 days 00:01:19.699235,0.15653364421164898,1024,0.00023291657929933938,cosine,0.1387665491256722,1024,8,9,adam,,4.0737905841816866e-05,0.916530612244898,0.9356760204081632,0.9434821428571428,,PRUNED
242,0.8006505102040816,2026-04-20 21:05:26.044237,2026-04-20 21:05:32.140249,0 days 00:00:06.096012,0.033335491501506644,2048,0.0004514038782140808,cosine_warmup,0.4127134939943314,1024,4,4,adam,3.0,3.663878959202154e-05,0.8006505102040816,,,,PRUNED
243,0.7314158163265305,2026-04-20 21:05:32.262298,2026-04-20 21:05:38.435752,0 days 00:00:06.173454,0.4513436569102889,2048,9.107376343748421e-05,cosine_warmup,0.3741899188338979,1024,4,6,adam,4.0,2.4167897775385948e-06,0.7314158163265305,,,,PRUNED
244,0.672015306122449,2026-04-20 21:05:38.587506,2026-04-20 21:05:44.567292,0 days 00:00:05.979786,0.013235709899381876,4096,5.3899563664216126e-05,cosine_warmup,0.3783684020617683,1024,4,3,adamw,3.0,9.636393691327186e-06,0.672015306122449,,,,PRUNED
245,0.9356122448979591,2026-04-20 21:05:44.710560,2026-04-20 21:06:13.569115,0 days 00:00:28.858555,0.06293194893750612,4096,0.0006627600360890157,cosine_warmup,0.4633477200141308,512,4,4,adam,3.0,2.3057041332739805e-05,0.8631377551020407,0.9175,0.9356122448979591,,PRUNED
246,0.6328571428571429,2026-04-20 21:06:13.715148,2026-04-20 21:06:19.701495,0 days 00:00:05.986347,0.1552224536470158,2048,6.45154191193075e-05,cosine_warmup,0.3492275543570572,512,4,3,adam,3.0,1.4845590919970094e-05,0.6328571428571429,,,,PRUNED
247,0.9255229591836736,2026-04-20 21:06:19.839889,2026-04-20 21:06:48.666926,0 days 00:00:28.827037,0.3604497910325284,1024,0.0008088763043963945,constant,0.4223126272307726,1024,16,8,adamw,,4.520825053719396e-06,0.9255229591836736,,,,PRUNED
248,0.7044260204081632,2026-04-20 21:06:48.807792,2026-04-20 21:07:00.422016,0 days 00:00:11.614224,0.20465891313368584,2048,2.448191758830614e-05,cosine_warmup,0.4402817552523211,1024,4,4,adam,9.0,2.714067140884176e-05,0.7044260204081632,,,,PRUNED
249,0.6511862244897959,2026-04-20 21:07:00.555028,2026-04-20 21:07:07.170767,0 days 00:00:06.615739,0.05406411849034539,1024,8.936675093350533e-05,cosine_warmup,0.1833884094591389,512,16,11,adamw,3.0,0.0020304360736533955,0.6511862244897959,,,,PRUNED
250,0.9114030612244898,2026-04-20 21:07:07.318469,2026-04-20 21:07:18.831378,0 days 00:00:11.512909,0.15516351991605395,2048,7.939589260439484e-05,constant,0.5801953212200835,1024,4,4,adam,,1.0138097079644668e-06,0.8615433673469387,0.9114030612244898,,,PRUNED
