number,value,datetime_start,datetime_complete,duration,params_gru_dropout,params_gru_num_layers,params_hidden_dim,params_lr,params_lr_scheduler,params_mlp_dropout,params_mlp_hidden_dim,params_optimizer_type,params_warmup_epochs,params_weight_decay,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,state
207,0.9160586734693877,2026-04-20 23:47:58.631604,2026-04-20 23:48:28.394091,0 days 00:00:29.762487,0.5914846846348217,2,1024,2.3983313833716038e-05,cosine,0.44338551508550844,256,adamw,,4.17459221208703e-06,0.9160586734693877,,,,PRUNED
208,0.8235204081632652,2026-04-20 23:48:28.525709,2026-04-20 23:48:34.673425,0 days 00:00:06.147716,0.09798752030581706,4,512,0.0001102767051242393,constant,0.11872748163764794,128,adam,,1.8822996958435437e-05,0.8235204081632652,,,,PRUNED
209,0.5131696428571428,2026-04-20 23:48:34.817706,2026-04-20 23:48:41.258951,0 days 00:00:06.441245,0.1943637387253666,4,512,0.003324772354465682,constant,0.14953086048795666,512,adamw,,0.009320425615567098,0.5131696428571428,,,,PRUNED
210,0.9469515306122449,2026-04-20 23:48:41.401181,2026-04-20 23:50:38.726515,0 days 00:01:57.325334,0.13811827829868903,3,512,0.00039151276977082765,cosine,0.14460316351909433,512,adamw,,0.00014450600366092698,0.929655612244898,0.9421045918367348,0.9532270408163265,,COMPLETE
211,0.7121109693877552,2026-04-20 23:50:38.852273,2026-04-20 23:50:45.077541,0 days 00:00:06.225268,0.13701454834365961,4,512,0.0012733628510370359,cosine,0.17681620583470373,128,adamw,,7.614656843172786e-05,0.7121109693877552,,,,PRUNED
212,0.5461479591836735,2026-04-20 23:50:45.204976,2026-04-20 23:50:51.272709,0 days 00:00:06.067733,0.28499197348648764,3,512,7.703961664249433e-05,cosine_warmup,0.10348980700771569,512,adam,8.0,3.236736145500489e-06,0.5461479591836735,,,,PRUNED
213,0.9469642857142857,2026-04-20 23:50:51.400855,2026-04-20 23:52:49.282627,0 days 00:01:57.881772,0.17053262852719592,2,512,0.001129306355037898,cosine,0.16974138871901964,512,adamw,,0.0003607123991248612,0.9345918367346938,0.9458290816326531,,,COMPLETE
214,0.9376275510204082,2026-04-20 23:52:49.417219,2026-04-20 23:53:18.502153,0 days 00:00:29.084934,0.12864735506222075,2,512,0.0002595615154177216,cosine,0.17453980105764091,512,adamw,,0.0003044752995692169,0.9217219387755102,0.9376275510204082,,,PRUNED
215,0.9402168367346939,2026-04-20 23:53:18.635517,2026-04-20 23:54:46.854845,0 days 00:01:28.219328,0.161323420101734,3,1024,0.001050258115342855,constant,0.12933142138428727,512,adam,,7.952323311997796e-06,0.9402168367346939,,,,PRUNED
216,0.8917602040816326,2026-04-20 23:54:46.984991,2026-04-20 23:54:58.890133,0 days 00:00:11.905142,0.16887663306525613,3,512,0.001210346259145842,cosine,0.141646542907542,512,adamw,,6.956675135917612e-06,0.8917602040816326,,,,PRUNED
217,0.9205867346938776,2026-04-20 23:54:59.032066,2026-04-20 23:55:11.042213,0 days 00:00:12.010147,0.1848454209064288,2,256,0.0005844836098587908,cosine,0.14297094866635685,512,adamw,,6.126890012296746e-05,0.8851530612244898,0.9205867346938776,,,PRUNED
218,0.5185969387755102,2026-04-20 23:55:11.166140,2026-04-20 23:55:44.117504,0 days 00:00:32.951364,0.08900583472224106,3,2048,0.006051768809116687,constant,0.1428510904552616,512,adam,,3.350475907640355e-05,0.5185969387755102,,,,PRUNED
219,0.569311224489796,2026-04-20 23:55:44.350201,2026-04-20 23:55:56.310698,0 days 00:00:11.960497,0.27868328304822637,2,512,0.005283591553015019,cosine,0.14419130108876288,512,adamw,,0.0003288074123624282,0.569311224489796,,,,PRUNED
220,0.9304464285714285,2026-04-20 23:55:56.427141,2026-04-20 23:56:51.820895,0 days 00:00:55.393754,0.44317377682778747,2,2048,0.00030830535237390955,cosine,0.33036947824408613,128,adam,,2.4719700947476e-06,0.9152806122448979,0.9304464285714285,,,PRUNED
221,0.9382908163265307,2026-04-20 23:56:52.015037,2026-04-20 23:58:11.864766,0 days 00:01:19.849729,0.08474046079135308,1,512,0.0021934595787271986,cosine,0.22863101265405736,512,adamw,,0.002116653850518848,0.9382908163265307,,,,PRUNED
222,0.5314094387755102,2026-04-20 23:58:12.004906,2026-04-20 23:58:34.940760,0 days 00:00:22.935854,0.06727980685927853,4,2048,0.0027427857943428877,constant,0.1407300989851507,512,adamw,,0.0002879627112597956,0.5314094387755102,,,,PRUNED
223,0.9417729591836734,2026-04-20 23:58:35.215825,2026-04-20 23:59:56.949873,0 days 00:01:21.734048,0.06797783194173299,4,512,9.797993232906365e-05,cosine,0.2893405066274166,512,adamw,,7.614795996593292e-05,0.9348852040816327,0.9417729591836734,,,PRUNED
224,0.9487244897959184,2026-04-20 23:59:57.087502,2026-04-21 00:01:54.312167,0 days 00:01:57.224665,0.18986999306696292,3,512,0.0002591943925864743,constant,0.12595023036663833,512,adamw,,0.0023050374906901146,0.923061224489796,0.9397704081632653,0.9514158163265306,,COMPLETE
225,0.8469005102040816,2026-04-21 00:01:54.452238,2026-04-21 00:02:00.472166,0 days 00:00:06.019928,0.16911899278229658,3,128,0.0005738252408435174,cosine,0.20056609879026827,512,adamw,,9.39403089920904e-05,0.8469005102040816,,,,PRUNED
226,0.9128571428571428,2026-04-21 00:02:00.607548,2026-04-21 00:02:38.308662,0 days 00:00:37.701114,0.572501294098174,4,1024,1.69058103121522e-05,cosine,0.3728001793101582,256,adam,,0.0002474092957798163,0.9128571428571428,,,,PRUNED
227,0.9147066326530612,2026-04-21 00:02:38.465517,2026-04-21 00:03:21.663529,0 days 00:00:43.198012,0.44662250419904753,4,2048,0.00010822367659150706,cosine,0.35299142339815326,128,adam,,4.012358770687443e-06,0.8565943877551021,0.9147066326530612,,,PRUNED
228,0.8194897959183673,2026-04-21 00:03:21.951544,2026-04-21 00:03:27.965643,0 days 00:00:06.014099,0.1152463192958128,2,128,0.0003091594000020371,constant,0.15592853810952767,512,adam,,1.126964213286749e-06,0.8194897959183673,,,,PRUNED
229,0.785204081632653,2026-04-21 00:03:28.096099,2026-04-21 00:03:34.106843,0 days 00:00:06.010744,0.02370600059364128,3,512,6.308181885050963e-05,constant,0.2628562196063564,256,adamw,,0.0002912330265945853,0.785204081632653,,,,PRUNED
230,0.8399362244897959,2026-04-21 00:03:34.244511,2026-04-21 00:03:40.493395,0 days 00:00:06.248884,0.1098407643516449,4,512,0.00019871523477583828,constant,0.12991270261726673,512,adamw,,0.002217697372363516,0.8399362244897959,,,,PRUNED
231,0.5610905612244897,2026-04-21 00:03:40.626247,2026-04-21 00:03:46.569751,0 days 00:00:05.943504,0.3804694842001296,4,128,2.237507453666312e-05,cosine,0.5026457019048021,256,adam,,2.7209107003455157e-06,0.5610905612244897,,,,PRUNED
232,0.9466454081632654,2026-04-21 00:03:46.700859,2026-04-21 00:05:44.411349,0 days 00:01:57.710490,0.18914642881894161,3,512,0.00012864552234441857,constant,0.1722154856726579,512,adamw,,0.00203204568890162,0.9392984693877552,0.9502168367346939,,,COMPLETE
233,0.8107015306122447,2026-04-21 00:05:44.542631,2026-04-21 00:05:50.857117,0 days 00:00:06.314486,0.11519657806064759,4,512,0.0008611898885868782,cosine_warmup,0.1727267978135358,512,adamw,6.0,8.227321334696203e-05,0.8107015306122447,,,,PRUNED
234,0.5154591836734693,2026-04-21 00:05:50.988593,2026-04-21 00:06:14.136850,0 days 00:00:23.148257,0.03978239474622937,4,2048,0.0009429680641213024,cosine,0.13932219593129194,512,adam,,9.501993603333722e-05,0.5154591836734693,,,,PRUNED
235,0.9092219387755103,2026-04-21 00:06:14.407253,2026-04-21 00:06:29.936631,0 days 00:00:15.529378,0.09557643661196455,4,1024,0.0002624751655261522,constant,0.15280444292663967,512,adam,,0.00047837204585829163,0.8711352040816327,0.9092219387755103,,,PRUNED
236,0.919170918367347,2026-04-21 00:06:30.084077,2026-04-21 00:06:42.046093,0 days 00:00:11.962016,0.14922257504051645,3,512,0.0001460841931227696,constant,0.1492731390308766,512,adamw,,0.0005665265075681795,0.8607270408163266,0.919170918367347,,,PRUNED
237,0.9432397959183674,2026-04-21 00:06:42.182014,2026-04-21 00:09:14.072769,0 days 00:02:31.890755,0.2718318351122976,2,2048,0.00013290949865861607,constant,0.1774029352504264,512,adamw,,0.002568184881137972,0.9432397959183674,,,,PRUNED
238,0.9464030612244898,2026-04-21 00:09:14.259055,2026-04-21 00:11:12.110400,0 days 00:01:57.851345,0.12295370123165675,2,512,0.0015238367767327907,cosine,0.18672146567675024,128,adam,,0.00030543862814507453,0.9454974489795919,,,,COMPLETE
239,0.9460076530612245,2026-04-21 00:11:12.234123,2026-04-21 00:13:10.219476,0 days 00:01:57.985353,0.24610404739138783,3,512,0.0006717510140928358,cosine,0.1035067335485521,512,adamw,,0.00010872261480263074,0.8892729591836734,0.9272831632653061,0.9411734693877551,0.9520025510204081,COMPLETE
240,0.6879081632653061,2026-04-21 00:13:10.343126,2026-04-21 00:13:22.310790,0 days 00:00:11.967664,0.22465903056313127,2,512,0.002395237754334776,cosine,0.1755220543058328,128,adam,,0.002194072050507477,0.6879081632653061,,,,PRUNED
241,0.9292857142857143,2026-04-21 00:13:22.434817,2026-04-21 00:13:51.690774,0 days 00:00:29.255957,0.5934420108682509,4,128,0.000292424614219041,cosine,0.4717229486663399,256,adamw,,2.082253158766885e-06,0.9292857142857143,,,,PRUNED
242,0.9204081632653061,2026-04-21 00:13:51.814442,2026-04-21 00:14:03.654619,0 days 00:00:11.840177,0.3299416575702818,3,512,0.0019245088658230017,cosine,0.10137562689847418,512,adam,,0.00027399213593870347,0.8768112244897959,0.9204081632653061,,,PRUNED
243,0.939234693877551,2026-04-21 00:14:03.778055,2026-04-21 00:14:33.080369,0 days 00:00:29.302314,0.15432635003702674,3,512,0.0010597177604347344,cosine,0.1274756966072156,512,adamw,,8.506698340519003e-05,0.885408163265306,0.9252678571428571,0.939234693877551,,PRUNED
244,0.9348086734693878,2026-04-21 00:14:33.197348,2026-04-21 00:15:02.853990,0 days 00:00:29.656642,0.028425049375630118,2,512,0.00048726022127401993,cosine,0.14654486391971655,128,adam,,0.0002588214023299856,0.920420918367347,0.9348086734693878,,,PRUNED
245,0.8455357142857143,2026-04-21 00:15:02.984782,2026-04-21 00:15:14.827728,0 days 00:00:11.842946,0.22113149345568833,3,512,0.00016917328992947,cosine_warmup,0.2016716952708756,512,adamw,4.0,0.0020572489352153603,0.8455357142857143,,,,PRUNED
246,0.9161352040816326,2026-04-21 00:15:14.956228,2026-04-21 00:15:27.065092,0 days 00:00:12.108864,0.2187795898125675,3,512,0.0001423218270013742,constant,0.17904213296692711,512,adamw,,0.006181601785149022,0.8573086734693878,0.9161352040816326,,,PRUNED
247,0.5298533163265307,2026-04-21 00:15:27.202801,2026-04-21 00:15:34.119905,0 days 00:00:06.917104,0.06259447077823675,3,1024,0.0015575936231674364,constant,0.17105933961567543,1024,adam,,4.198725882895793e-06,0.5298533163265307,,,,PRUNED
248,0.8895663265306122,2026-04-21 00:15:34.264107,2026-04-21 00:15:47.402244,0 days 00:00:13.138137,0.4764238689155341,3,1024,5.071573908266706e-05,cosine,0.3604758950037463,256,adam,,2.416893309818486e-06,0.8895663265306122,,,,PRUNED
249,0.7705229591836736,2026-04-21 00:15:47.530401,2026-04-21 00:16:10.445259,0 days 00:00:22.914858,0.3689867647131498,4,2048,0.0005664820302598793,constant,0.18049224903616035,512,adamw,,0.005692708745147208,0.7705229591836736,,,,PRUNED
250,0.8177040816326532,2026-04-21 00:16:10.720419,2026-04-21 00:16:17.621326,0 days 00:00:06.900907,0.4428930075508216,3,1024,5.199250663479746e-05,cosine,0.5404292326136222,512,adam,,3.820990151451343e-06,0.8177040816326532,,,,PRUNED
251,0.8149872448979593,2026-04-21 00:16:17.750669,2026-04-21 00:16:40.867920,0 days 00:00:23.117251,0.3139242726254945,4,2048,2.790277523137779e-05,constant,0.23449779779955882,1024,adam,,6.765015406611208e-06,0.8149872448979593,,,,PRUNED
