number,value,datetime_start,datetime_complete,duration,params_attn_dropout,params_clip_layer,params_dim_feedforward,params_lr,params_lr_scheduler,params_mlp_dropout,params_mlp_hidden_dim,params_n_heads,params_num_layers,params_optimizer_type,params_warmup_epochs,params_weight_decay,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,state
430,0.9356632653061224,2026-04-21 16:33:51.251436,2026-04-21 16:34:20.873326,0 days 00:00:29.621890,0.4132173483805689,block_16,1024,0.00013047468063495218,cosine,0.13281499481878226,1024,2,6,adam,,9.811799205271425e-05,0.8813647959183674,0.919859693877551,0.9356632653061224,,PRUNED
431,0.8261096938775511,2026-04-21 16:34:21.018595,2026-04-21 16:34:27.582547,0 days 00:00:06.563952,0.5878472035414982,block_16,2048,0.00014084557827121456,constant,0.4228902198700087,128,8,7,adam,,7.554180321065599e-05,0.8261096938775511,,,,PRUNED
432,0.923201530612245,2026-04-21 16:34:27.828735,2026-04-21 16:35:06.456967,0 days 00:00:38.628232,0.36563539466896877,block_16,2048,6.970553136529145e-05,cosine_warmup,0.44946582907861404,1024,16,10,adam,14.0,8.621315285812323e-06,0.923201530612245,,,,PRUNED
433,0.9515688775510204,2026-04-21 16:35:06.613535,2026-04-21 16:37:07.619614,0 days 00:02:01.006079,0.4728530418531082,block_16,1024,0.000277455714870379,cosine,0.10259632336624588,1024,8,8,adam,,0.005895920907363901,0.9207908163265306,0.9365433673469388,0.9497704081632654,,COMPLETE
434,0.9434183673469388,2026-04-21 16:37:07.764143,2026-04-21 16:38:30.226736,0 days 00:01:22.462593,0.44021206070195823,block_16,512,7.557027589066927e-05,cosine,0.44060672830808006,1024,2,6,adam,,0.0024118799202893395,0.9326785714285715,0.9434183673469388,,,PRUNED
435,0.9344770408163265,2026-04-21 16:38:30.377007,2026-04-21 16:39:00.101687,0 days 00:00:29.724680,0.34012078833777754,block_16,1024,0.0005101170987689018,cosine,0.1299194544219644,1024,8,7,adam,,0.009578544051171022,0.9146301020408163,0.9344770408163265,,,PRUNED
436,0.9289030612244897,2026-04-21 16:39:00.257488,2026-04-21 16:39:43.446627,0 days 00:00:43.189139,0.07371217696547805,block_16,2048,3.0355171714148817e-05,constant,0.43492183807268386,512,16,12,adam,,0.00011380522052074088,0.9289030612244897,,,,PRUNED
437,0.9366071428571429,2026-04-21 16:39:43.631055,2026-04-21 16:41:07.456059,0 days 00:01:23.825004,0.5440636854173265,block_20,256,7.30513777346293e-05,cosine,0.4516038321051264,512,8,12,adam,,0.0034175758584662386,0.9332908163265307,0.9366071428571429,,,PRUNED
438,0.9436607142857143,2026-04-21 16:41:07.620269,2026-04-21 16:42:35.140755,0 days 00:01:27.520486,0.3520804905187732,block_16,1024,7.631331037289226e-05,cosine,0.17025014415840117,256,8,10,adam,,0.0009556847521585017,0.9125892857142857,0.9398979591836734,0.9436607142857143,,PRUNED
439,0.844579081632653,2026-04-21 16:42:35.317088,2026-04-21 16:42:41.652780,0 days 00:00:06.335692,0.1001208538323083,block_20,1024,4.471949464450113e-05,cosine,0.5069019525149446,512,8,6,adam,,1.0461446628764488e-05,0.844579081632653,,,,PRUNED
440,0.523673469387755,2026-04-21 16:42:41.811833,2026-04-21 16:42:48.211154,0 days 00:00:06.399321,0.025353788167567337,block_12,1024,1.7305988057844226e-05,cosine_warmup,0.45215902424360127,512,4,7,adam,11.0,6.504917676735904e-06,0.523673469387755,,,,PRUNED
441,0.9325510204081633,2026-04-21 16:42:48.377970,2026-04-21 16:43:18.045531,0 days 00:00:29.667561,0.4831354772795061,block_16,512,0.00010050169063766505,constant,0.37557640231641354,128,8,6,adam,,2.2764580096323175e-05,0.9161352040816326,0.9325510204081633,,,PRUNED
442,0.5994005102040816,2026-04-21 16:43:18.177861,2026-04-21 16:43:24.504301,0 days 00:00:06.326440,0.572277301660543,block_16,1024,0.0001894665091437974,cosine_warmup,0.5914848388023698,512,4,8,adam,8.0,1.6772599688120157e-05,0.5994005102040816,,,,PRUNED
443,0.9401785714285714,2026-04-21 16:43:24.668832,2026-04-21 16:44:56.459890,0 days 00:01:31.791058,0.5507410312120068,block_12,1024,6.048108506214323e-05,cosine,0.10643010316813076,256,8,11,adam,,0.0005511382248059986,0.9401785714285714,,,,PRUNED
444,0.8540816326530611,2026-04-21 16:44:56.649497,2026-04-21 16:45:42.752292,0 days 00:00:46.102795,0.3217176724068802,pre_proj,2048,2.2662392018333947e-05,cosine_warmup,0.39461412425279035,512,16,13,adam,9.0,1.3378336897089e-05,0.8540816326530611,,,,PRUNED
445,0.9126658163265307,2026-04-21 16:45:42.932416,2026-04-21 16:45:55.169655,0 days 00:00:12.237239,0.5923183760321085,block_16,512,0.0003046639260349692,constant,0.4216815025479393,1024,16,7,adam,,4.39168467058839e-06,0.8583163265306122,0.9126658163265307,,,PRUNED
446,0.930765306122449,2026-04-21 16:45:55.342360,2026-04-21 16:46:25.453435,0 days 00:00:30.111075,0.3318469332046569,block_20,1024,0.0003791646981343176,cosine,0.20084126424061702,1024,8,7,adam,,0.00234596623288919,0.9174489795918367,0.930765306122449,,,PRUNED
447,0.8398469387755102,2026-04-21 16:46:25.603691,2026-04-21 16:46:33.166647,0 days 00:00:07.562956,0.5634405465557712,pre_proj,2048,0.00024056094582520392,cosine,0.2037459678278702,256,8,9,adam,,0.0016139597081954009,0.8398469387755102,,,,PRUNED
448,0.8376275510204081,2026-04-21 16:46:33.336133,2026-04-21 16:46:40.055613,0 days 00:00:06.719480,0.36423381797088245,block_16,1024,0.0004860243425049768,cosine_warmup,0.10100204509252202,1024,8,10,adam,12.0,0.0020505988377790053,0.8376275510204081,,,,PRUNED
449,0.9370790816326531,2026-04-21 16:46:40.218908,2026-04-21 16:48:03.054970,0 days 00:01:22.836062,0.3300931166988424,block_12,1024,9.77590525709715e-05,cosine,0.11228325615225736,1024,4,6,adam,,0.00010805589137105337,0.9370790816326531,,,,PRUNED
450,0.8175382653061225,2026-04-21 16:48:03.193982,2026-04-21 16:48:10.814701,0 days 00:00:07.620719,0.5360420051183227,block_16,1024,0.00012408835342728875,cosine,0.3097060039249404,64,16,12,adam,,0.0015407624613035262,0.8175382653061225,,,,PRUNED
451,0.9043239795918369,2026-04-21 16:48:10.966839,2026-04-21 16:48:30.127423,0 days 00:00:19.160584,0.47300314066321547,block_16,2048,5.733243390667362e-05,cosine,0.4608226785924323,1024,2,14,adam,,0.0008406748005469908,0.9043239795918369,,,,PRUNED
452,0.9487627551020409,2026-04-21 16:48:30.312126,2026-04-21 16:50:29.440704,0 days 00:01:59.128578,0.38946813454188234,block_16,1024,9.086077553785742e-05,cosine,0.1719995221061305,512,4,6,adam,,1.8766875461359385e-05,0.9454591836734694,,,,COMPLETE
453,0.4970535714285714,2026-04-21 16:50:29.581137,2026-04-21 16:50:35.936558,0 days 00:00:06.355421,0.12315058729400859,block_12,1024,1.0135942266772778e-05,cosine_warmup,0.3874382673546448,64,8,6,adam,6.0,3.923355603278124e-05,0.4970535714285714,,,,PRUNED
454,0.9342219387755102,2026-04-21 16:50:36.083867,2026-04-21 16:51:08.672690,0 days 00:00:32.588823,0.48512039691311765,block_16,1024,0.00019582662828615936,constant,0.48822996552578957,1024,16,10,adam,,0.0030931541310683956,0.8647831632653061,0.9140433673469389,0.9342219387755102,,PRUNED
455,0.9512755102040815,2026-04-21 16:51:08.816609,2026-04-21 16:53:45.451688,0 days 00:02:36.635079,0.3831367481756905,block_16,1024,9.445690917102986e-05,cosine,0.29240216829593413,1024,8,14,adam,,0.00549181526840082,0.872704081632653,0.9151147959183673,0.9368622448979592,0.9493367346938776,COMPLETE
456,0.8458035714285714,2026-04-21 16:53:45.611940,2026-04-21 16:53:52.708517,0 days 00:00:07.096577,0.4406556509433399,block_16,512,0.00015022526070283205,cosine,0.23802656396072963,128,8,13,adam,,0.003308311419460764,0.8458035714285714,,,,PRUNED
457,0.9520025510204082,2026-04-21 16:53:52.889740,2026-04-21 16:56:28.823657,0 days 00:02:35.933917,0.19745628327683304,block_16,1024,4.645416989823465e-05,cosine,0.3612708949831078,1024,8,14,adam,,0.005676359980570629,0.9368367346938775,0.9508928571428572,,,COMPLETE
458,0.9283545918367346,2026-04-21 16:56:28.990562,2026-04-21 16:57:06.641193,0 days 00:00:37.650631,0.10399976454466256,block_16,1024,1.75277887220049e-05,cosine,0.39630717728671927,1024,8,12,adam,,0.00266391250208082,0.9283545918367346,,,,PRUNED
459,0.8451658163265305,2026-04-21 16:57:06.841686,2026-04-21 16:57:15.980013,0 days 00:00:09.138327,0.28141201434217766,block_16,1024,7.256152892089136e-05,cosine,0.2998810714227196,1024,8,15,adam,,0.0030257760555027287,0.8451658163265305,,,,PRUNED
460,0.9095280612244897,2026-04-21 16:57:16.140820,2026-04-21 16:57:28.735104,0 days 00:00:12.594284,0.5011732693122685,block_16,256,0.00016850275587766374,cosine,0.31480934792858617,256,8,10,adam,,0.009504091795008864,0.8624617346938777,0.9095280612244897,,,PRUNED
461,0.7965816326530613,2026-04-21 16:57:28.917062,2026-04-21 16:57:36.902192,0 days 00:00:07.985130,0.5915434674353686,block_16,1024,3.398072710135615e-05,cosine,0.43905523123928514,512,2,12,adam,,0.002952569466983353,0.7965816326530613,,,,PRUNED
462,0.5473852040816326,2026-04-21 16:57:37.071837,2026-04-21 16:57:43.624925,0 days 00:00:06.553088,0.03057473697694361,block_12,512,1.2777163697236164e-05,cosine_warmup,0.5724827743677496,64,8,8,adam,10.0,1.2007689307103917e-06,0.5473852040816326,,,,PRUNED
463,0.9298214285714286,2026-04-21 16:57:43.785796,2026-04-21 16:58:30.216451,0 days 00:00:46.430655,0.26458902253223426,block_20,1024,8.228620541531547e-05,cosine,0.2252565729135202,1024,4,14,adam,,0.0018484502307117478,0.8594897959183673,0.9155994897959183,0.9298214285714286,,PRUNED
464,0.8143750000000001,2026-04-21 16:58:30.405552,2026-04-21 16:58:38.367517,0 days 00:00:07.961965,0.37725295882726245,block_16,1024,0.0004542399328327163,cosine,0.181506650097565,256,8,10,adam,,0.00764369842445729,0.8143750000000001,,,,PRUNED
465,0.9458801020408163,2026-04-21 16:58:38.557950,2026-04-21 17:00:02.727385,0 days 00:01:24.169435,0.3732633310906496,block_16,512,5.303095033366781e-05,cosine,0.5236584498695213,1024,8,6,adam,,1.836632222886464e-05,0.9339158163265305,0.9458801020408163,,,PRUNED
466,0.9484948979591836,2026-04-21 17:00:02.887297,2026-04-21 17:01:46.627436,0 days 00:01:43.740139,0.47150703210062384,block_16,1024,0.00011056849341357613,cosine,0.3535243918937005,1024,8,13,adam,,0.006732050140524316,0.8765688775510205,0.9174489795918367,0.9366454081632654,0.9484948979591836,PRUNED
467,0.8280994897959184,2026-04-21 17:01:46.831009,2026-04-21 17:01:54.069845,0 days 00:00:07.238836,0.4339112225283806,block_16,2048,0.00010186730405094251,cosine,0.4019788522610124,512,2,8,adam,,0.003985282017043308,0.8280994897959184,,,,PRUNED
468,0.6435714285714287,2026-04-21 17:01:54.246371,2026-04-21 17:02:03.286426,0 days 00:00:09.040055,0.10502860701245108,block_16,2048,3.007964143315847e-05,cosine_warmup,0.38000245713095965,1024,16,11,adam,8.0,2.0528409192279606e-05,0.6435714285714287,,,,PRUNED
469,0.7850510204081633,2026-04-21 17:02:03.472603,2026-04-21 17:02:12.572704,0 days 00:00:09.100101,0.27816517639059973,pre_proj,2048,2.275120332121186e-05,cosine,0.5123586406679166,64,16,11,adam,,2.926383114762692e-06,0.7850510204081633,,,,PRUNED
470,0.9094642857142856,2026-04-21 17:02:12.750184,2026-04-21 17:02:25.364732,0 days 00:00:12.614548,0.5202170376051042,block_16,1024,0.00013610730477018465,cosine,0.38667988962270006,128,16,6,adam,,0.00456731624445702,0.9094642857142856,,,,PRUNED
471,0.7220025510204082,2026-04-21 17:02:25.517678,2026-04-21 17:02:38.058411,0 days 00:00:12.540733,0.0409375578035494,block_12,1024,3.47683043228338e-05,cosine_warmup,0.4047018944558495,128,8,7,adam,11.0,5.4831946655840545e-06,0.7220025510204082,,,,PRUNED
472,0.9464540816326532,2026-04-21 17:02:38.226949,2026-04-21 17:04:02.290105,0 days 00:01:24.063156,0.44632220983814597,block_16,1024,8.481473148214344e-05,cosine,0.12942978938316088,1024,8,7,adam,,0.0001674725855021226,0.880484693877551,0.9186096938775511,0.9389158163265307,0.9464540816326532,PRUNED
473,0.9369260204081632,2026-04-21 17:04:02.456728,2026-04-21 17:05:25.750657,0 days 00:01:23.293929,0.4079203976022697,block_16,256,0.0002727606605624604,cosine,0.1299921303317455,1024,8,8,adam,,0.001378736757429339,0.9332908163265305,0.9369260204081632,,,PRUNED
474,0.9361352040816326,2026-04-21 17:05:25.886773,2026-04-21 17:05:59.936149,0 days 00:00:34.049376,0.4703818428569829,block_16,2048,0.00010827364366026356,cosine,0.18462219455946227,64,16,8,adam,,0.0009919482162220412,0.8525382653061225,0.9158035714285715,0.9361352040816326,,PRUNED
475,0.934030612244898,2026-04-21 17:06:00.094622,2026-04-21 17:06:30.512081,0 days 00:00:30.417459,0.41903364664684767,block_16,256,0.0002266688306763946,cosine,0.31330543500380326,1024,16,11,adam,,0.004604406566730659,0.8863265306122449,0.9201147959183673,0.934030612244898,,PRUNED
476,0.935204081632653,2026-04-21 17:06:30.702020,2026-04-21 17:07:02.529490,0 days 00:00:31.827470,0.24456647752601815,block_16,1024,0.00017073085922775049,cosine,0.3625521139544134,1024,8,10,adam,,0.004047340051665483,0.9159566326530613,0.935204081632653,,,PRUNED
477,0.9507397959183673,2026-04-21 17:07:02.695615,2026-04-21 17:09:06.368272,0 days 00:02:03.672657,0.4431199512710791,block_16,1024,0.00014809002361429357,cosine,0.10038540830237246,1024,8,8,adam,,0.003299156691790966,0.9144897959183673,0.936530612244898,0.9482015306122449,,COMPLETE
478,0.8215943877551021,2026-04-21 17:09:06.515531,2026-04-21 17:09:13.129990,0 days 00:00:06.614459,0.3361140638539057,block_12,1024,2.3578701202506497e-05,cosine,0.5922884629548342,1024,8,8,adam,,7.996357426639165e-05,0.8215943877551021,,,,PRUNED
479,0.8154591836734695,2026-04-21 17:09:13.304003,2026-04-21 17:09:21.621284,0 days 00:00:08.317281,0.3394530710262518,pre_proj,1024,6.337704552863619e-05,cosine,0.3038432119337394,64,8,13,adam,,0.007235961714773666,0.8154591836734695,,,,PRUNED
480,0.9138903061224489,2026-04-21 17:09:21.795453,2026-04-21 17:09:39.671242,0 days 00:00:17.875789,0.06410019735975914,block_16,1024,5.564423055672194e-05,cosine,0.31384409180317374,1024,4,16,adam,,0.00255373935654315,0.8676275510204082,0.9138903061224489,,,PRUNED
481,0.9263775510204082,2026-04-21 17:09:39.865630,2026-04-21 17:10:10.387754,0 days 00:00:30.522124,0.4610863429632329,block_16,256,0.0007648725086009805,cosine,0.2786063371130503,512,2,10,adam,,0.0008553110606357922,0.9263775510204082,,,,PRUNED
482,0.9128571428571428,2026-04-21 17:10:10.552427,2026-04-21 17:10:26.894230,0 days 00:00:16.341803,0.41687671786517577,block_20,1024,0.00012303905058254713,cosine,0.2628402703562661,1024,8,14,adam,,0.0030125329965615,0.8635204081632653,0.9128571428571428,,,PRUNED
483,0.7828061224489796,2026-04-21 17:10:27.068510,2026-04-21 17:10:33.497664,0 days 00:00:06.429154,0.030880494098254763,block_12,1024,2.3396048601322363e-05,cosine,0.5216357238992754,512,8,7,adam,,2.9634698655559983e-06,0.7828061224489796,,,,PRUNED
484,0.9333163265306123,2026-04-21 17:10:33.669703,2026-04-21 17:11:04.664054,0 days 00:00:30.994351,0.4043544585398935,block_16,256,9.059646588221777e-05,constant,0.4604025042102964,512,2,12,adam,,0.001848420964048797,0.8784693877551021,0.919579081632653,0.9333163265306123,,PRUNED
485,0.7657525510204081,2026-04-21 17:11:04.835748,2026-04-21 17:11:12.937205,0 days 00:00:08.101457,0.22254625591305277,block_16,1024,7.977222591188835e-05,cosine_warmup,0.31208719577494715,1024,8,13,adam,7.0,0.0008631142353440977,0.7657525510204081,,,,PRUNED
486,0.6254464285714285,2026-04-21 17:11:13.145459,2026-04-21 17:11:19.601028,0 days 00:00:06.455569,0.020136100787533383,block_20,1024,4.532678556206215e-05,cosine_warmup,0.4462979000317918,512,8,8,adam,9.0,8.76948174003119e-06,0.6254464285714285,,,,PRUNED
487,0.9084566326530613,2026-04-21 17:11:19.772294,2026-04-21 17:11:37.564766,0 days 00:00:17.792472,0.2782764494053869,block_16,1024,5.1055607810917196e-05,cosine,0.3233699563479355,1024,16,15,adam,,0.007278568678140475,0.9084566326530613,,,,PRUNED
488,0.8860076530612245,2026-04-21 17:11:37.757803,2026-04-21 17:11:54.033047,0 days 00:00:16.275244,0.08221537029018132,block_16,1024,0.000164207705036217,cosine,0.41712938036967584,256,8,14,adam,,0.008340335519548605,0.8860076530612245,,,,PRUNED
489,0.9295535714285714,2026-04-21 17:11:54.214593,2026-04-21 17:12:24.926719,0 days 00:00:30.712126,0.43947595627199665,block_20,256,0.000549871063843928,cosine,0.49472061982600846,512,2,9,adam,,0.006237910713199332,0.9183801020408163,0.9295535714285714,,,PRUNED
490,0.9520535714285715,2026-04-21 17:12:25.091268,2026-04-21 17:14:43.295704,0 days 00:02:18.204436,0.33324447677608593,block_16,1024,4.083554983159708e-05,cosine,0.20176458135593828,1024,8,11,adam,,0.002519924671227954,0.9369132653061225,0.9511607142857144,,,COMPLETE
491,0.9078826530612244,2026-04-21 17:14:43.466479,2026-04-21 17:14:58.450214,0 days 00:00:14.983735,0.22507595150981113,block_16,1024,4.4199929389840235e-05,constant,0.5201997344016466,1024,8,12,adam,,0.0030078474550943816,0.8501147959183675,0.9078826530612244,,,PRUNED
492,0.9468877551020409,2026-04-21 17:14:58.638196,2026-04-21 17:17:05.910607,0 days 00:02:07.272411,0.39855648517146797,block_16,1024,1.655820177425374e-05,cosine,0.15193920754084025,1024,8,10,adam,,0.0012527406683671327,0.9473469387755102,,,,COMPLETE
493,0.6621556122448979,2026-04-21 17:17:06.055852,2026-04-21 17:17:12.501031,0 days 00:00:06.445179,0.5010753918942803,block_16,256,0.00013754101806259065,cosine_warmup,0.5014132183106298,128,2,8,adam,13.0,0.003107068313912059,0.6621556122448979,,,,PRUNED
494,0.9487500000000001,2026-04-21 17:17:12.680058,2026-04-21 17:19:18.719562,0 days 00:02:06.039504,0.18720567763109958,block_16,1024,8.746542428155667e-05,cosine,0.15405771795424728,1024,4,9,adam,,0.0033096424770468623,0.9476020408163266,,,,COMPLETE
495,0.877920918367347,2026-04-21 17:19:18.870644,2026-04-21 17:19:31.633260,0 days 00:00:12.762616,0.5583798771003887,pre_proj,256,0.0001789202845724692,cosine,0.36395998760135845,512,4,11,adam,,0.001034894495036915,0.877920918367347,,,,PRUNED
496,0.7825382653061225,2026-04-21 17:19:31.796791,2026-04-21 17:19:38.345128,0 days 00:00:06.548337,0.4065462270432181,block_16,1024,0.0003347359905664333,cosine,0.40932221789729756,64,16,8,adam,,0.0080057662616539,0.7825382653061225,,,,PRUNED
497,0.927155612244898,2026-04-21 17:19:38.493861,2026-04-21 17:20:17.200002,0 days 00:00:38.706141,0.36364230562967026,block_16,1024,6.276932310242598e-05,cosine,0.30686251260248404,64,8,14,adam,,0.0004088890690474505,0.927155612244898,,,,PRUNED
498,0.8270663265306123,2026-04-21 17:20:17.382457,2026-04-21 17:20:24.647559,0 days 00:00:07.265102,0.20912683199965834,pre_proj,256,5.4190148801724985e-05,cosine,0.398803381914953,1024,8,15,adam,,0.004345748540090586,0.8270663265306123,,,,PRUNED
499,0.9478316326530611,2026-04-21 17:20:24.804573,2026-04-21 17:22:26.352818,0 days 00:02:01.548245,0.4428318527961963,block_16,1024,0.00010450380635341915,cosine,0.24537382830392512,128,4,6,adam,,0.0004971590341750205,0.9326275510204082,0.9472959183673468,,,COMPLETE
500,0.7416964285714286,2026-04-21 17:22:26.489899,2026-04-21 17:22:33.333092,0 days 00:00:06.843193,0.38650536398124746,block_16,1024,0.0006556542954994515,cosine_warmup,0.1978838567498993,512,4,10,adam,4.0,0.0047813721433835376,0.7416964285714286,,,,PRUNED
501,0.5759056122448979,2026-04-21 17:22:33.506925,2026-04-21 17:22:40.407152,0 days 00:00:06.900227,0.037271456230650105,pre_proj,1024,3.582856093634143e-05,cosine_warmup,0.5730775698194798,512,8,10,adam,10.0,0.0004689908451563391,0.5759056122448979,,,,PRUNED
502,0.9343494897959184,2026-04-21 17:22:40.570352,2026-04-21 17:23:10.981911,0 days 00:00:30.411559,0.5385948217630061,block_20,1024,9.512099522280434e-05,constant,0.2856334100546913,256,8,9,adam,,0.009338800053679918,0.9117091836734694,0.9343494897959184,,,PRUNED
503,0.8339158163265306,2026-04-21 17:23:11.139163,2026-04-21 17:23:17.625102,0 days 00:00:06.485939,0.5006304248857556,block_20,1024,0.0006166025290542721,cosine_warmup,0.20650514440910894,1024,4,6,adam,7.0,0.004085427803375414,0.8339158163265306,,,,PRUNED
504,0.8380867346938775,2026-04-21 17:23:17.788110,2026-04-21 17:23:24.250943,0 days 00:00:06.462833,0.44550939727549466,block_16,1024,0.00012708404609477333,cosine,0.1088915496906481,128,8,8,adam,,0.0050447431435594586,0.8380867346938775,,,,PRUNED
505,0.9463775510204082,2026-04-21 17:23:24.436654,2026-04-21 17:24:50.109153,0 days 00:01:25.672499,0.47341818760667254,block_16,1024,0.0002898834375059188,cosine,0.1956048300276249,1024,4,7,adam,,0.0010449100312447037,0.8718622448979593,0.918826530612245,0.9365561224489796,0.9463775510204082,PRUNED
506,0.6063392857142857,2026-04-21 17:24:50.282192,2026-04-21 17:25:04.271831,0 days 00:00:13.989639,0.2455316043076118,block_16,1024,1.6869927111643184e-05,cosine_warmup,0.3306394371614576,512,16,10,adam,9.0,9.02659047635315e-06,0.6063392857142857,,,,PRUNED
507,0.8162244897959184,2026-04-21 17:25:04.461748,2026-04-21 17:25:11.097569,0 days 00:00:06.635821,0.5131214356905138,pre_proj,256,5.038757307202269e-05,cosine,0.4963395833434853,512,2,12,adam,,0.003337420630210954,0.8162244897959184,,,,PRUNED
508,0.5263265306122449,2026-04-21 17:25:11.283106,2026-04-21 17:25:17.914706,0 days 00:00:06.631600,0.5147005041483572,block_16,256,2.986878467325626e-05,cosine_warmup,0.4678357897648658,512,2,12,adam,11.0,0.00030745163666946317,0.5263265306122449,,,,PRUNED
509,0.9443622448979592,2026-04-21 17:25:18.086859,2026-04-21 17:27:13.015068,0 days 00:01:54.928209,0.319014697258755,block_16,2048,3.642815103273648e-05,cosine,0.2417556963212152,1024,8,11,adam,,0.0025227766732206,0.9353826530612244,0.9443622448979592,,,PRUNED
510,0.9422066326530611,2026-04-21 17:27:13.210642,2026-04-21 17:28:37.722562,0 days 00:01:24.511920,0.4454007231948759,block_16,1024,0.000197607672550453,constant,0.5709311247298392,1024,4,6,adam,,0.00018013556555022693,0.8714285714285714,0.9206632653061225,0.9376913265306122,0.9422066326530611,PRUNED
511,0.6636479591836735,2026-04-21 17:28:37.893438,2026-04-21 17:28:44.433620,0 days 00:00:06.540182,0.16624909159936835,pre_proj,1024,5.0604450360491825e-05,cosine_warmup,0.37328893008704855,512,8,6,adam,8.0,2.405922372916906e-06,0.6636479591836735,,,,PRUNED
512,0.8340688775510203,2026-04-21 17:28:44.601522,2026-04-21 17:28:53.071796,0 days 00:00:08.470274,0.061110648844269644,block_20,1024,3.967636260730572e-05,cosine,0.2920430205905701,1024,8,14,adam,,0.0023559592609743406,0.8340688775510203,,,,PRUNED
513,0.8715561224489795,2026-04-21 17:28:53.272084,2026-04-21 17:29:09.815015,0 days 00:00:16.542931,0.22758018560391435,block_16,2048,1.6348732331555356e-05,cosine,0.45361512989401476,128,16,10,adam,,1.2755638461434284e-05,0.8715561224489795,,,,PRUNED
514,0.9413392857142857,2026-04-21 17:29:10.002177,2026-04-21 17:30:36.698184,0 days 00:01:26.696007,0.420478377718596,block_16,256,3.3834185301704816e-05,cosine,0.384151554871846,256,2,12,adam,,0.0014437293399364203,0.9413392857142857,,,,PRUNED
515,0.9127933673469387,2026-04-21 17:30:36.892250,2026-04-21 17:30:50.396888,0 days 00:00:13.504638,0.20899941796225463,block_16,1024,3.920790987010716e-05,cosine,0.1458211468797773,1024,8,10,adam,,0.001331949571354703,0.8661479591836735,0.9127933673469387,,,PRUNED
516,0.9034438775510204,2026-04-21 17:30:50.557611,2026-04-21 17:31:03.719464,0 days 00:00:13.161853,0.1588472879544521,block_16,512,2.8554274963974005e-05,cosine,0.3466670897438845,1024,8,11,adam,,0.005700637479191729,0.8589923469387756,0.9034438775510204,,,PRUNED
517,0.9493112244897959,2026-04-21 17:31:03.932910,2026-04-21 17:33:07.931302,0 days 00:02:03.998392,0.2814694504321563,block_16,1024,0.00010169861647221258,constant,0.25433825428387274,1024,8,7,adam,,0.002755194062749601,0.8842346938775512,0.9225127551020408,0.9398724489795918,0.9491836734693879,COMPLETE
518,0.8360714285714286,2026-04-21 17:33:08.109369,2026-04-21 17:33:16.176552,0 days 00:00:08.067183,0.28394832947413823,block_16,1024,1.7222288402076643e-05,cosine,0.2023807045055067,1024,2,13,adam,,0.000268580400802336,0.8360714285714286,,,,PRUNED
519,0.6992091836734694,2026-04-21 17:33:16.366724,2026-04-21 17:33:22.915856,0 days 00:00:06.549132,0.13216565407436912,block_12,1024,0.00013332077684568766,cosine_warmup,0.4682037244528771,256,8,8,adam,13.0,1.4690129488929379e-05,0.6992091836734694,,,,PRUNED
520,0.8420535714285714,2026-04-21 17:33:23.107252,2026-04-21 17:33:32.147292,0 days 00:00:09.040040,0.10990281931508022,block_16,1024,2.538337453098034e-05,cosine,0.3706985808557637,1024,2,15,adam,,0.0066795651625087,0.8420535714285714,,,,PRUNED
521,0.9480102040816325,2026-04-21 17:33:32.354844,2026-04-21 17:34:58.254797,0 days 00:01:25.899953,0.4523817755723054,block_16,1024,0.00010528904335689034,cosine,0.1363286928545168,1024,8,9,adam,,0.006662933022161746,0.8891581632653062,0.9250510204081632,0.9377295918367348,0.9480102040816325,PRUNED
522,0.7835841836734694,2026-04-21 17:34:58.411668,2026-04-21 17:35:18.126506,0 days 00:00:19.714838,0.1266795998901833,block_16,2048,4.287312298708536e-05,cosine_warmup,0.4513147325846584,512,4,14,adam,10.0,1.6630745241280445e-05,0.7835841836734694,,,,PRUNED
523,0.9261989795918367,2026-04-21 17:35:18.347213,2026-04-21 17:35:49.722120,0 days 00:00:31.374907,0.5573268450567811,block_16,1024,0.00035670241727291167,cosine_warmup,0.3327248589847666,512,16,8,adam,9.0,0.003535137588175979,0.9261989795918367,,,,PRUNED
524,0.9066071428571428,2026-04-21 17:35:49.910411,2026-04-21 17:36:02.603360,0 days 00:00:12.692949,0.4764450314241528,block_16,1024,8.135431127282688e-05,cosine,0.1249891934164478,512,4,8,adam,,0.0013549137965138184,0.8633673469387755,0.9066071428571428,,,PRUNED
525,0.8991071428571429,2026-04-21 17:36:02.784484,2026-04-21 17:36:17.526544,0 days 00:00:14.742060,0.3273514585100353,block_16,1024,2.048612506566116e-05,cosine,0.24546289186164313,1024,8,12,adam,,0.008348722734983154,0.8991071428571429,,,,PRUNED
526,0.8933928571428572,2026-04-21 17:36:17.721372,2026-04-21 17:36:35.989730,0 days 00:00:18.268358,0.38923913750626254,block_16,1024,7.999121477356238e-05,cosine,0.40831125179617583,128,2,16,adam,,0.0031376589698904507,0.8933928571428572,,,,PRUNED
527,0.7864668367346939,2026-04-21 17:36:36.180650,2026-04-21 17:36:42.769103,0 days 00:00:06.588453,0.5750443373280679,block_16,1024,0.0007715577980140692,constant,0.1896126828585941,1024,8,7,adam,,0.0011706930210833295,0.7864668367346939,,,,PRUNED
